Molecule,DFT λ,GFN2 λ,Length,Monomer 1,Monomer 2,SMILES,Monomer 1 DFT λ,Monomer 2 DFT λ
42-49_AB,0.36853167903609574,0.009160402798002565,2,42.0,49.0,c1sc(c2c1CCCC2)c1scc(c1)c1ccc(N)cc1,0.30487507916404866,0.2849448893175577
39-49_AB,0.3049955439637415,0.005996305685997072,2,39.0,49.0,c1sc(c(c1)O)c1scc2c1n(C(F)(F)F)cc2,0.1721043912548339,0.2849448893175577
23-49_AB,0.33744920234312303,0.009861832122005865,2,23.0,49.0,c1sc(c(c1OC)C#N)c1scc2c1cc(F)c(F)c2,0.007840770118491491,0.2849448893175577
10-49_AB,0.37445287642185576,0.009745940765995442,2,10.0,49.0,c1sc(c2c1[nH]cc2)c1scc2c1NCCN2,0.5317172667237173,0.2849448893175577
4-49_AB,0.331913862406509,0.00821382255999481,2,4.0,49.0,c1sc(c2c1[nH]cc2)c1scc2c1oc(=O)c(=O)o2,0.3890188587247394,0.2849448893175577
20-49_AB,0.3415363523818087,0.00760178886699947,2,20.0,49.0,c1sc(c2c1OCO2)c1scc2c1sc(=S)s2,0.2830258880276233,0.2849448893175577
36-49_AB,0.31599955596902873,0.00785222953799547,2,36.0,49.0,c1sc(c2c1SCS2)[C]1S[CH]c2c1nsn2,0.26587787180687883,0.2849448893175577
21-49_AB,0.3199359549325891,0.006854077580996432,2,21.0,49.0,c1sc(c(c1C#N)C(F)(F)F)c1scc2c1[s@@](=O)cc2,0.28949485058547,0.2849448893175577
3-49_AB,0.3502894386110711,0.008457188035997376,2,3.0,49.0,c1sc(c(c1)OC)c1scc2c1sc(=S)s2,0.44830566389646265,0.2849448893175577
37-49_AB,0.2882453037891537,0.0066749371849965655,2,37.0,49.0,c1sc(c2c1onn2)c1scc2c1[s@@](=O)cc2,0.18006151725785458,0.2849448893175577
46-49_AB,0.3402002733782865,0.007648517028997048,2,46.0,49.0,c1sc(c2c1OCCCO2)c1scc2c1CC=CC2,0.8438525338970067,0.2849448893175577
34-49_AB,0.34007346832368057,0.004342839835999257,2,34.0,49.0,c1sc(c(c1C)C)c1scc2c1sc(=O)c(=O)s2,0.3374788627552334,0.2849448893175577
38-49_AB,0.39620212015142897,0.009633346209007243,2,38.0,49.0,c1sc(c2c1C(=O)N(C(F)(F)F)C2=O)c1scc2c1sc(=S)s2,0.4210210802302754,0.2849448893175577
32-49_AB,0.38572981861943845,0.007129760892993886,2,32.0,49.0,c1sc(c2c1ocn2)c1scc2c1SCCS2,0.2931655575812329,0.2849448893175577
43-49_AB,0.36154270689439727,0.007942844852998121,2,43.0,49.0,c1sc(c(c1)C#N)c1scc2c1sc(=O)c(=O)s2,0.19862351867050165,0.2849448893175577
9-49_AB,0.37619494928367203,0.009381176300003347,2,9.0,49.0,c1sc(c2c1OCCCO2)c1scc2c1OC=CO2,0.4147867886476888,0.2849448893175577
47-49_AB,0.3646358250407502,0.008226807571993788,2,47.0,49.0,c1sc(c(c1O)C(=O)O)c1scc2c1[nH]c(=O)c(=O)[nH]2,0.15757868180298829,0.2849448893175577
24-49_AB,0.3839676093048183,0.010023879251995993,2,24.0,49.0,c1sc(c2c1ocn2)c1scc2c1cc(N(=O)=O)c(N(=O)=O)c2,0.7786554975245963,0.2849448893175577
30-49_AB,0.47206419629219454,0.01648169756600737,2,30.0,49.0,c1sc(c2c1occ2)c1scc2c1[nH]c(=S)[nH]2,0.6566423680960725,0.2849448893175577
2-49_AB,0.3340706367744133,0.009437748125002088,2,2.0,49.0,c1sc(c2c1[nH]cn2)c1scc2c1oc(=O)o2,0.516100407938211,0.2849448893175577
18-49_AB,0.36467446519236546,0.007930228611996881,2,18.0,49.0,c1sc(c2c1[nH]cc2)c1scc2c1c(F)ccc2F,0.4091206979901472,0.2849448893175577
14-49_AB,0.41436191006505396,0.009433324864005499,2,14.0,49.0,c1sc(c(c1F)F)c1scc2c1[nH]c(=O)c(=O)[nH]2,0.37664886240600026,0.2849448893175577
19-49_AB,0.32704628983628936,0.009307491203998097,2,19.0,49.0,c1sc(c(c1O)C(=O)O)c1scc2c1NCCN2,0.5735275054321392,0.2849448893175577
27-49_AB,0.5028971445935895,0.00965514628400399,2,27.0,49.0,c1sc(c2c1CC=C2)c1scc2c1cc(F)c(F)c2,1.0151504885434406,0.2849448893175577
22-49_AB,0.27239820947579574,0.00759251502599767,2,22.0,49.0,c1sc(c2c1C(=O)OC2=O)c1scc2c1[nH]cc[nH]2,0.4268295408401173,0.2849448893175577
25-49_AB,0.7102046325744595,0.0070018926270023485,2,25.0,49.0,c1sc(c2c1onn2)c1scc2c1sc(=O)s2,0.8696558114024809,0.2849448893175577
12-49_AB,0.3753445935071795,0.007031956412994589,2,12.0,49.0,c1sc(c2c1[nH]cn2)c1scc(c1)c1ccc(F)cc1,0.34530082980927546,0.2849448893175577
5-49_AB,0.3979994321198319,0.010409899260004352,2,5.0,49.0,c1sc(c(c1)C#N)c1scc2c1OCCO2,0.5159732763495413,0.2849448893175577
6-49_AB,0.2970419282282819,0.008246738647002871,2,6.0,49.0,c1sc(c2c1CC=CC2)c1scc(c1)C(=O)OC,0.342340829774912,0.2849448893175577
28-49_AB,0.5713046617966029,0.010948574836994851,2,28.0,49.0,c1sc(c2c1[s@@](=O)cc2)c1scc2c1cc(OC)c(OC)c2,0.3566472426682594,0.2849448893175577
31-49_AB,0.3620439406076912,0.00907060943400495,2,31.0,49.0,c1sc(c(c1)C=C)c1scc(c1)c1ccc(N)cc1,0.38232874923414784,0.2849448893175577
44-49_AB,0.3829596996147302,0.008687627296005473,2,44.0,49.0,c1sc(c(c1Br)Br)c1scc2c1scn2,0.2222831648978172,0.2849448893175577
15-49_AB,0.3383115311298752,0.008916801749002445,2,15.0,49.0,c1sc(c(c1C)C)c1scc2c1C(=O)OC2=O,0.4236901361437049,0.2849448893175577
11-49_AB,0.39209075197868515,0.009543435940997824,2,11.0,49.0,c1sc(c(c1N(=O)=O)N(=O)=O)c1scc(c1OC)OC,0.5629077453922946,0.2849448893175577
26-49_AB,0.6175305463839322,0.011221810777001906,2,26.0,49.0,c1sc(c(c1Cl)Cl)c1scc2c1occ2,0.975897929554776,0.2849448893175577
8-49_AB,0.4591651834489312,0.010647491345004312,2,8.0,49.0,c1sc(c(c1)O)c1scc2c1CCCC2,0.7413441171120212,0.2849448893175577
17-49_AB,0.42354003813670715,0.01202402052799556,2,17.0,49.0,c1sc(c2c1occ2)c1scc2c1cccc2,0.5182157938033924,0.2849448893175577
1-49_AB,0.32202687775861705,0.00857619445400104,2,1.0,49.0,c1sc(c(c1)C(=O)O)c1scc2c1OCCS2,0.4036697677584016,0.2849448893175577
41-49_AB,0.32213572329783347,0.007397731522004847,2,41.0,49.0,c1sc(c(c1)Cl)c1scc2c1sc(=O)s2,0.3647624940313108,0.2849448893175577
7-49_AB,0.2745884538599057,0.008540675512001883,2,7.0,49.0,c1sc(c(c1)Cl)c1scc2c1cc(OC)c(OC)c2,0.4496289807684661,0.2849448893175577
16-49_AB,0.6684852254693396,0.026842166741005258,2,16.0,49.0,c1sc(c(c1F)F)c1scc(c1Br)Br,0.29222276472864905,0.2849448893175577
45-49_AB,0.32186442579404684,0.008628095081000708,2,45.0,49.0,c1sc(c(c1)C=C)c1scc(c1)c1ccc(OC)cc1,1.7510943158085863,0.2849448893175577
29-49_AB,0.3477078945215908,0.009078402697994647,2,29.0,49.0,c1sc(c(c1)C)c1scc2c1[nH]cc2,0.40954753577534575,0.2849448893175577
33-49_AB,0.5033006894300343,0.011567792659000986,2,33.0,49.0,c1sc(cc1)c1scc2c1c(F)c(F)c(F)c2F,0.7305656058560999,0.2849448893175577
42-99_AB,0.2933381866168929,0.0074667717049976545,2,42.0,99.0,c1sc(c(c1)C(=O)O)c1scc2c1[nH]c(=O)c(=O)[nH]2,0.30487507916404866,0.37848778059196775
39-99_AB,0.30606467928009806,0.005036492222004085,2,39.0,99.0,c1sc(c(c1Br)Br)c1scc(c1N(=O)=O)N(=O)=O,0.1721043912548339,0.37848778059196775
23-99_AB,0.36217918119655224,0.008791590840004915,2,23.0,99.0,c1sc(c(c1)N)c1scc2c1cc(OC)c(OC)c2,0.007840770118491491,0.37848778059196775
10-99_AB,0.35280458693159744,0.00916717928500077,2,10.0,99.0,c1sc(c2c1C(=O)OC2=O)c1scc2c1C(=O)SC2=O,0.5317172667237173,0.37848778059196775
4-99_AB,0.39091168268350884,0.007556194946992889,2,4.0,99.0,c1sc(c2c1CC=C2)c1scc2c1cccc2,0.3890188587247394,0.37848778059196775
59-99_AB,0.3764112798089627,0.004036423831990987,2,59.0,99.0,c1sc(c2c1OCCCO2)c1scc2c1cc(OC)c(OC)c2,0.4109090574311267,0.37848778059196775
20-99_AB,0.4142000023421133,0.006997940921998236,2,20.0,99.0,c1sc(c(c1)OC)c1scc2c1C(=O)N(C(F)(F)F)C2=O,0.2830258880276233,0.37848778059196775
55-99_AB,0.3193781215304625,0.008278237120009635,2,55.0,99.0,c1sc(c2c1sc(=O)c(=O)s2)c1scc2c1ncnc2,0.5089748074387899,0.37848778059196775
70-99_AB,0.27824539189896313,0.006841771223001558,2,70.0,99.0,c1sc(c(c1C)C)c1scc2c1cc(F)c(F)c2,0.2838511004811153,0.37848778059196775
36-99_AB,0.3018305877703824,0.007139584914000352,2,36.0,99.0,c1sc(c2c1CC=C2)c1scc2c1oc(=O)c(=O)o2,0.26587787180687883,0.37848778059196775
21-99_AB,0.38751706239418127,0.006410283726999921,2,21.0,99.0,c1sc(c2c1sc(=S)s2)c1scc2c1[nH]cc[nH]2,0.28949485058547,0.37848778059196775
74-99_AB,0.37190616289444733,0.008733970315006445,2,74.0,99.0,c1sc(cc1)c1scc2c1oc(=O)c(=O)o2,0.5694755125077791,0.37848778059196775
3-99_AB,0.41358094332099427,0.0078458110280053,2,3.0,99.0,c1sc(c2c1sc(=O)s2)c1scc2c1NCCN2,0.44830566389646265,0.37848778059196775
64-99_AB,0.37042069337621797,0.008569400025990603,2,64.0,99.0,c1sc(c2c1CC=CC2)c1scc(c1C)C=C,0.487680782971438,0.37848778059196775
37-99_AB,0.24932268283737358,0.005996056988003318,2,37.0,99.0,c1sc(c2c1C(=O)NC2=O)c1scc2c1cc(C#N)c(C#N)c2,0.18006151725785458,0.37848778059196775
46-99_AB,0.26513222543144366,0.0054408330670057126,2,46.0,99.0,c1sc(c2c1ocn2)c1scc2c1c(F)c(F)c(F)c2F,0.8438525338970067,0.37848778059196775
34-99_AB,0.32160346861201106,0.004908486895999431,2,34.0,99.0,c1sc(c(c1OC)OC)c1scc2c1[nH]cc2,0.3374788627552334,0.37848778059196775
38-99_AB,0.39069698485400295,0.00869866834500499,2,38.0,99.0,c1sc(c2c1OCCCO2)c1scc2c1cccc2,0.4210210802302754,0.37848778059196775
32-99_AB,0.35869449123129016,0.006138677225003164,2,32.0,99.0,c1sc(c(c1)C#N)c1scc(c1)N,0.2931655575812329,0.37848778059196775
43-99_AB,0.2821015172667103,0.00580245412900382,2,43.0,99.0,c1sc(c(c1N(=O)=O)N(=O)=O)c1scc2c1OCCO2,0.19862351867050165,0.37848778059196775
61-99_AB,0.30271659046411514,0.0034871538859988505,2,61.0,99.0,c1sc(c2c1CCC2)c1scc2c1C(=O)CC2=O,0.10480981968066773,0.37848778059196775
9-99_AB,0.4417447268497199,0.008231186426002068,2,9.0,99.0,c1sc(c2c1[s@@](=O)cc2)c1scc2c1c(F)c(F)c(F)c2F,0.4147867886476888,0.37848778059196775
47-99_AB,0.2555535457941005,0.0059976496179956484,2,47.0,99.0,c1sc(c2c1[nH]c(=O)[nH]2)c1scc2c1CC=CC2,0.15757868180298829,0.37848778059196775
76-99_AB,0.481247494550189,0.006913160791000905,2,76.0,99.0,c1sc(c2c1[nH]cc[nH]2)c1scc(c1)c1ccc(N(=O)=O)cc1,0.3055190910163219,0.37848778059196775
50-99_AB,0.31838463386520743,0.005654397429999847,2,50.0,99.0,c1sc(c2c1S(=O)(=O)C=C2)c1scc2c1CCCC2,0.3732702424131276,0.37848778059196775
24-99_AB,0.5022176763086463,0.00810380016900325,2,24.0,99.0,c1sc(c(c1C#N)C(F)(F)F)c1scc2c1SCCS2,0.7786554975245963,0.37848778059196775
30-99_AB,0.3793558237812249,0.01013876551699866,2,30.0,99.0,c1sc(c(c1C)C)c1scc2c1cccc2,0.6566423680960725,0.37848778059196775
2-99_AB,0.3413551245612325,0.008327571977993387,2,2.0,99.0,c1sc(c(c1)F)c1scc2c1C(=O)CC2=O,0.516100407938211,0.37848778059196775
18-99_AB,0.4543795171630336,0.008697963746996606,2,18.0,99.0,c1sc(c(c1)C(=O)C(F)(F)F)c1scc(c1Cl)Cl,0.4091206979901472,0.37848778059196775
63-99_AB,0.3657972069486277,0.0032481477559969107,2,63.0,99.0,c1sc(c2c1C(=O)OC2=O)c1scc2c1sc(=O)c(=O)s2,0.119851456998731,0.37848778059196775
14-99_AB,0.43744097418675665,0.01750303652899987,2,14.0,99.0,c1sc(c(c1N)N(=O)=O)c1scc2c1sc(=O)s2,0.37664886240600026,0.37848778059196775
19-99_AB,0.3454000969431945,0.00802843637300299,2,19.0,99.0,c1sc(c(c1)C(=O)O)c1scc2c1CCCC2,0.5735275054321392,0.37848778059196775
27-99_AB,0.36883943979773903,0.00820722031500054,2,27.0,99.0,c1sc(c(c1OC)N)c1scc2c1C(=O)OC2=O,1.0151504885434406,0.37848778059196775
22-99_AB,0.3056532431364758,0.006695321784000896,2,22.0,99.0,c1sc(c(c1C#N)C#N)c1scc2c1ocn2,0.4268295408401173,0.37848778059196775
25-99_AB,0.6011599050252698,0.008239385032013047,2,25.0,99.0,c1sc(c2c1[nH]cc2)c1scc2c1ocn2,0.8696558114024809,0.37848778059196775
12-99_AB,0.42053590123396134,0.0065807947100040565,2,12.0,99.0,c1sc(c(c1Br)Br)c1scc2c1C(=O)N(C(F)(F)F)C2=O,0.34530082980927546,0.37848778059196775
5-99_AB,0.43260578317858744,0.00924204512699589,2,5.0,99.0,c1sc(c2c1[s@@](=O)cc2)c1scc2c1NCCN2,0.5159732763495413,0.37848778059196775
49-99_AB,0.28576308122865157,0.005818354367008283,2,49.0,99.0,c1sc(c(c1OC)OC)c1scc2c1C(=O)N(C(F)(F)F)C2=O,0.2849448893175577,0.37848778059196775
6-99_AB,0.33239223854616284,0.007531290102001265,2,6.0,99.0,c1sc(c2c1occ2)c1scc2c1C(=O)NC2=O,0.342340829774912,0.37848778059196775
28-99_AB,0.4627486507379217,0.008919020660997035,2,28.0,99.0,[CH]1S[C](c2c1nsn2)c1scc(c1)c1ccc(OC)cc1,0.3566472426682594,0.37848778059196775
67-99_AB,0.3585208825825248,0.004389309463000757,2,67.0,99.0,c1sc(c2c1oc(=S)o2)c1scc2c1SCCS2,0.22789453345467334,0.37848778059196775
31-99_AB,0.35721419188485015,0.00783399917399663,2,31.0,99.0,c1sc(c2c1scc2)c1scc2c1[nH]c(=O)[nH]2,0.38232874923414784,0.37848778059196775
44-99_AB,0.28020080202259123,0.006901945705998003,2,44.0,99.0,c1sc(c(c1Br)Br)c1scc2c1scc2,0.2222831648978172,0.37848778059196775
66-99_AB,0.4593270911864238,0.009170830788995943,2,66.0,99.0,c1sc(c(c1)F)c1scc(c1C)C,0.5808177620201604,0.37848778059196775
15-99_AB,0.4461007253630669,0.0065770046440007945,2,15.0,99.0,c1sc(c(c1Br)Br)c1scc(c1OC)C#N,0.4236901361437049,0.37848778059196775
11-99_AB,0.3708402929478325,0.008956732617008356,2,11.0,99.0,c1sc(c(c1)C(=O)O)c1scc2c1OCCO2,0.5629077453922946,0.37848778059196775
26-99_AB,0.5124194966701907,0.010953055869002526,2,26.0,99.0,c1sc(c(c1)OC)c1scc2c1[nH]c(=O)c(=O)[nH]2,0.975897929554776,0.37848778059196775
52-99_AB,0.37497179754427634,0.0072347716769911585,2,52.0,99.0,c1sc(c2c1C(=O)C=C2)c1scc(c1C)C=C,0.3964826695264492,0.37848778059196775
79-99_AB,0.3937688780933968,0.00902037787300003,2,79.0,99.0,c1sc(c(c1)Cl)c1scc2c1S(=O)(=O)C=C2,0.4103991977062833,0.37848778059196775
78-99_AB,0.29444487365253735,0.007939540007996015,2,78.0,99.0,c1sc(c2c1S(=O)(=O)C=C2)c1scc2c1[nH]cc[nH]2,0.275778162827919,0.37848778059196775
53-99_AB,0.3001432097880752,0.005794925653987093,2,53.0,99.0,c1sc(c2c1C(=O)OC2=O)c1scc2c1SC=CS2,0.42475004679727135,0.37848778059196775
8-99_AB,0.5553454565888387,0.010529504178002469,2,8.0,99.0,c1sc(c(c1OC)OC)c1scc(c1C#N)C(F)(F)F,0.7413441171120212,0.37848778059196775
17-99_AB,0.3670758699372527,0.008447819330015705,2,17.0,99.0,c1sc(c(c1Cl)Cl)C1=C2C(=CC=C2[CH]S1)[CH2],0.5182157938033924,0.37848778059196775
1-99_AB,0.36974013664439553,0.008273173666005107,2,1.0,99.0,c1sc(c2c1[nH]c(=S)[nH]2)c1scc2c1cc(F)c(F)c2,0.4036697677584016,0.37848778059196775
69-99_AB,0.40470350107352715,0.005695057969994366,2,69.0,99.0,c1sc(c(c1)Br)c1scc(c1)C(=O)C(F)(F)F,0.1696671219142445,0.37848778059196775
58-99_AB,0.3576324308596668,0.008970681808989411,2,58.0,99.0,c1sc(c2c1onn2)c1scc2c1cc(N(=O)=O)c(N(=O)=O)c2,0.35191912846130435,0.37848778059196775
60-99_AB,0.38045108203368727,0.007424234330009938,2,60.0,99.0,c1sc(c2c1C(=O)SC2=O)c1scc2c1CC=CC2,0.5650250360595237,0.37848778059196775
51-99_AB,0.31516743180691265,0.0061825562080031204,2,51.0,99.0,c1sc(c2c1onn2)c1scc2c1sc(=S)s2,0.4723782156834204,0.37848778059196775
41-99_AB,0.33559229742968455,0.006896784010002932,2,41.0,99.0,c1sc(c2c1cccc2)c1scc2c1nccn2,0.3647624940313108,0.37848778059196775
72-99_AB,0.5020386253891047,0.004737968879005905,2,72.0,99.0,c1sc(c2c1S(=O)(=O)C=C2)c1scc(c1)c1ccc(OC)cc1,0.5949026470407262,0.37848778059196775
7-99_AB,0.3329495277139358,0.008061279001005062,2,7.0,99.0,c1sc(c(c1OC)N)c1scc2c1scc2,0.4496289807684661,0.37848778059196775
16-99_AB,0.3627332049945835,0.008100863201995878,2,16.0,99.0,c1sc(c(c1)Br)c1scc(c1)c1ccc(N)cc1,0.29222276472864905,0.37848778059196775
65-99_AB,0.4314778712723637,0.00934068443700653,2,65.0,99.0,c1sc(c2c1S(=O)(=O)C=C2)c1scc2c1sc(=S)s2,0.9426361474652368,0.37848778059196775
45-99_AB,0.2789161525433883,0.007040085353004599,2,45.0,99.0,c1sc(c2c1cccc2)c1scc(c1)c1ccc(N(=O)=O)cc1,1.7510943158085863,0.37848778059196775
29-99_AB,0.3819561437412631,0.007809213168997076,2,29.0,99.0,c1sc(c(c1OC)N)c1scc(c1OC)C(F)(F)F,0.40954753577534575,0.37848778059196775
54-99_AB,0.29984714992315276,0.007887385411990522,2,54.0,99.0,c1sc(c2c1ocn2)c1scc2c1S(=O)(=O)C=C2,0.4439798428102222,0.37848778059196775
77-99_AB,0.33757573528419016,0.005826314773997865,2,77.0,99.0,c1sc(c2c1scn2)c1scc2c1cc(F)c(F)c2,0.17914011255197693,0.37848778059196775
33-99_AB,0.524634415312903,0.011258541743998762,2,33.0,99.0,c1sc(c(c1)OC)c1scc2c1C(=O)NC2=O,0.7305656058560999,0.37848778059196775
92-99_AB,0.36879889484407613,0.00853046092900911,2,92.0,99.0,c1sc(c(c1)C=O)c1scc(c1N(=O)=O)N(=O)=O,0.4243783937054104,0.37848778059196775
85-99_AB,0.3336273633176461,0.007931500558001403,2,85.0,99.0,c1sc(c(c1)O)c1scc2c1cccc2,0.2898292785102967,0.37848778059196775
82-99_AB,0.34910220588062657,0.005628634441990243,2,82.0,99.0,c1sc(c2c1OCCCO2)c1scc2c1cc(F)c(F)c2,0.16857749642804265,0.37848778059196775
57-99_AB,0.30424831934215035,0.005233248915004651,2,57.0,99.0,c1sc(c(c1)C(=O)C)c1scc2c1c(F)c(F)c(F)c2F,0.3221223897089658,0.37848778059196775
71-99_AB,0.5326168751053046,0.007325884895998058,2,71.0,99.0,c1sc(c2c1[nH]cc2)c1scc2c1[nH]c(=S)[nH]2,0.2519448807470326,0.37848778059196775
81-99_AB,0.3425932425816427,0.006918628575007801,2,81.0,99.0,c1sc(c(c1)O)c1scc2c1scc2,0.5145801350663533,0.37848778059196775
62-99_AB,0.3646837170817889,0.005934051570001486,2,62.0,99.0,c1sc(c(c1C)C)c1scc2c1scn2,0.2572550736949779,0.37848778059196775
80-99_AB,0.41472790320403874,0.0058125281070076085,2,80.0,99.0,c1sc(c(c1OC)N)c1scc2c1sc(=S)s2,0.3134616861425457,0.37848778059196775
83-99_AB,0.37993433782685315,0.006819777661988269,2,83.0,99.0,c1sc(c2c1n(C(F)(F)F)cc2)c1scc2c1cccc2,0.2291351277053764,0.37848778059196775
95-99_AB,0.5443074303475441,0.009412151423006776,2,95.0,99.0,c1sc(cc1)c1scc(c1)C(=O)C,0.6202671953869867,0.37848778059196775
93-99_AB,0.4053440570642124,0.010290978436998444,2,93.0,99.0,c1sc(c2c1c(F)ccc2F)c1scc(c1)c1ccc(N)cc1,0.5449409930406546,0.37848778059196775
86-99_AB,0.413733871311706,0.00761477650598863,2,86.0,99.0,c1sc(c(c1)c1ccccc1)c1scc2c1occ2,0.30383198515482945,0.37848778059196775
96-99_AB,0.47502261809131596,0.011402468991988712,2,96.0,99.0,c1sc(c2c1CC=C2)c1scc2c1OC=CO2,0.571009200590197,0.37848778059196775
84-99_AB,0.36036091646383284,0.00817968197101493,2,84.0,99.0,c1sc(c(c1C#N)C#N)c1scc2c1[nH]cc2,0.3221330021551694,0.37848778059196775
56-99_AB,0.29561496320093283,0.007883000312006061,2,56.0,99.0,c1sc(c2c1[nH]cn2)c1scc2c1OCCS2,0.4491975170458318,0.37848778059196775
94-99_AB,0.34742761723464355,0.006309325743998784,2,94.0,99.0,c1sc(c(c1)C(=O)O)c1scc2c1C(=O)N(C(F)(F)F)C2=O,0.3595845756281051,0.37848778059196775
75-99_AB,0.45786828883137787,0.006248602410011017,2,75.0,99.0,c1sc(c(c1N)N(=O)=O)c1scc2c1S(=O)(=O)C=C2,0.30368066262599314,0.37848778059196775
91-99_AB,0.3820053963427199,0.008199674802000345,2,91.0,99.0,c1sc(c2c1CC=CC2)c1scc2c1cnnc2,0.35506179853109643,0.37848778059196775
89-99_AB,0.41576411274581915,0.0079749247980061,2,89.0,99.0,c1sc(c(c1)C(=O)C(F)(F)F)c1scc(c1OC)C(F)(F)F,0.380181607681152,0.37848778059196775
98-99_AB,0.4588737495141686,0.008853679167003747,2,98.0,99.0,c1sc(c2c1[nH]cc2)c1scc2c1sc(=O)s2,0.4606422718570684,0.37848778059196775
97-99_AB,0.4199799726338824,0.009973574390002682,2,97.0,99.0,c1sc(c(c1)N)c1scc(c1C#N)C(F)(F)F,0.4832807836428401,0.37848778059196775
42-51_AB,0.37242018595861737,0.008267872459001069,2,42.0,51.0,c1sc(c(c1)C#N)c1scc(c1C)C,0.30487507916404866,0.4723782156834204
39-51_AB,0.3552059916546568,0.0063163083810025,2,39.0,51.0,c1sc(c(c1)C#N)c1scc(c1)C(=O)C,0.1721043912548339,0.4723782156834204
23-51_AB,0.39650879247346893,0.009846022319997871,2,23.0,51.0,c1sc(c(c1)C=O)c1scc2c1ocn2,0.007840770118491491,0.4723782156834204
10-51_AB,0.6132254331532749,0.011152527599001871,2,10.0,51.0,c1sc(cc1)c1scc(c1C#N)C(F)(F)F,0.5317172667237173,0.4723782156834204
4-51_AB,0.5052588207036024,0.009286253538000722,2,4.0,51.0,c1sc(c2c1C(=O)N(C(F)(F)F)C2=O)c1scc2c1sc(=O)c(=O)s2,0.3890188587247394,0.4723782156834204
20-51_AB,0.5071881079056766,0.006749815574998763,2,20.0,51.0,c1sc(c(c1)F)c1scc(c1OC)C(F)(F)F,0.2830258880276233,0.4723782156834204
36-51_AB,0.35717718439991586,0.008734752682002522,2,36.0,51.0,c1sc(c(c1)N(=O)=O)c1scc(c1)C=O,0.26587787180687883,0.4723782156834204
21-51_AB,0.4700530028785579,0.00645760079400759,2,21.0,51.0,c1sc(c2c1CC=C2)c1scc2c1C(=O)OC2=O,0.28949485058547,0.4723782156834204
3-51_AB,0.5218112340953667,0.0089262708200053,2,3.0,51.0,c1sc(c2c1C(=O)SC2=O)c1scc2c1sc(=O)c(=O)s2,0.44830566389646265,0.4723782156834204
37-51_AB,0.327471603784943,0.007349742484002775,2,37.0,51.0,c1sc(c2c1c(F)c(F)c(F)c2F)c1scc(c1)c1ccc(F)cc1,0.18006151725785458,0.4723782156834204
46-51_AB,0.3475946951439255,0.008155775675994903,2,46.0,51.0,c1sc(c(c1N)N(=O)=O)c1scc2c1NCN2,0.8438525338970067,0.4723782156834204
34-51_AB,0.4123836423968896,0.011153971357003911,2,34.0,51.0,c1sc(c2c1scn2)c1scc2c1OCCO2,0.3374788627552334,0.4723782156834204
38-51_AB,0.3958445625612512,0.010011825907000116,2,38.0,51.0,c1sc(c(c1)C(=O)C)c1scc2c1CCCC2,0.4210210802302754,0.4723782156834204
32-51_AB,0.4412434931437019,0.007993229097998267,2,32.0,51.0,c1sc(c2c1C(=O)NC2=O)c1scc2c1[nH]c(=O)c(=O)[nH]2,0.2931655575812329,0.4723782156834204
43-51_AB,0.35075611386128003,0.006309636453003975,2,43.0,51.0,c1sc(c2c1OCO2)[C]1S[CH]c2c1nsn2,0.19862351867050165,0.4723782156834204
9-51_AB,0.4695376191957621,0.011445615287996702,2,9.0,51.0,c1sc(c2c1C(=O)NC2=O)c1scc(c1)c1ccc(N)cc1,0.4147867886476888,0.4723782156834204
47-51_AB,0.32838726688351016,0.00667755696299821,2,47.0,51.0,c1sc(c2c1[nH]cc2)c1scc2c1CCCC2,0.15757868180298829,0.4723782156834204
50-51_AB,0.3355106632807292,0.005929749636003123,2,50.0,51.0,c1sc(c(c1)C)c1scc(c1)c1ccc(F)cc1,0.3732702424131276,0.4723782156834204
24-51_AB,0.4747333610575879,0.010550342469002771,2,24.0,51.0,c1sc(c(c1)C(=O)O)c1scc(c1C#N)C#N,0.7786554975245963,0.4723782156834204
30-51_AB,0.5210482268739725,0.014877096210994978,2,30.0,51.0,c1sc(c(c1F)F)c1scc2c1cccc2,0.6566423680960725,0.4723782156834204
2-51_AB,0.4326272801772575,0.009503585902002953,2,2.0,51.0,c1sc(c2c1sc(=S)s2)c1scc2c1CCCC2,0.516100407938211,0.4723782156834204
18-51_AB,0.7582678298640531,0.008617546459994685,2,18.0,51.0,c1sc(c2c1onn2)c1scc2c1NCCN2,0.4091206979901472,0.4723782156834204
14-51_AB,0.7968805131386034,0.014022565902997997,2,14.0,51.0,c1sc(c2c1C(=O)CC2=O)c1scc2c1nccn2,0.37664886240600026,0.4723782156834204
19-51_AB,0.4305924128057086,0.00921016253100504,2,19.0,51.0,c1sc(c2c1[nH]c(=O)c(=O)[nH]2)c1scc(c1C)C=C,0.5735275054321392,0.4723782156834204
27-51_AB,0.4604019409089233,0.010284814950999532,2,27.0,51.0,c1sc(c2c1[nH]cn2)c1scc2c1cnnc2,1.0151504885434406,0.4723782156834204
22-51_AB,0.5259095408036956,0.01394103679299974,2,22.0,51.0,c1sc(c2c1ocn2)c1scc2c1cccc2,0.4268295408401173,0.4723782156834204
25-51_AB,0.6690264599164948,0.01765450231999921,2,25.0,51.0,c1sc(c2c1SCS2)c1scc2c1C(=O)CC2=O,0.8696558114024809,0.4723782156834204
