Molecule,Neutral Energy,Neutral@Cation Energy,Cation Energy,Cation@Neutral Energy,λ0,λ1,DFT λ
238-283_AB3,-130172.47399884988,-130172.38784189042,-130167.65158086449,-130167.56019442105,0.08615695945627522,0.09138644344056956,0.17754340289684478
46-261_AB3,-149739.71074917619,-149739.62088303283,-149733.9379245874,-149733.84926309207,0.08986614336026832,0.08866149533423595,0.17852763869450428
44-110_AB3,-157582.9528681441,-157582.8656812337,-157577.98626764174,-157577.89403710116,0.08718691038666293,0.0922305405838415,0.17941745097050443
44-44_AB3,-114226.42858356325,-114226.33860694167,-114221.7468492549,-114221.65651561994,0.08997662157344166,0.09033363495836966,0.18031025653181132
46-50_AB3,-146941.05193968804,-146940.95975459044,-146934.708117654,-146934.61946160093,0.09218509760103188,0.0886560530634597,0.18084115066449158
115-147_AB3,-130666.74608187856,-130666.66117038419,-130662.11579940132,-130662.01983600289,0.08491149437031709,0.09596339843119495,0.18087489280151203
43-236_AB3,-157597.08655079242,-157596.99503972082,-157591.61686538692,-157591.5257842552,0.09151107160141692,0.0910811317153275,0.18259220331674442
176-283_AB3,-120544.27490425653,-120544.18976255383,-120539.29696667484,-120539.1984666311,0.08514170270063914,0.09850004373583943,0.18364174643647857
115-258_AB3,-177332.903251195,-177332.81582373596,-177328.2009616785,-177328.10385567407,0.08742745904601179,0.09710600442485884,0.18453346347087063
197-283_AB3,-122063.60070730431,-122063.50926779868,-122058.039553277,-122057.94640054257,0.09143950563156977,0.093152734436444,0.18459224006801378
47-184_AB3,-166916.19118980758,-166916.10556401437,-166911.1811131311,-166911.08107156242,0.08562579320278019,0.10004156868671998,0.18566736188950017
43-44_AB3,-142212.94730900493,-142212.85459138054,-142207.8848746304,-142207.79171999116,0.09271762438584119,0.09315463923849165,0.18587226362433285
44-236_AB3,-129610.0131435798,-129609.92006975837,-129604.90129006463,-129604.80785814139,0.09307382142287679,0.09343192324740812,0.1865057446702849
219-261_AB3,-139011.74510948895,-139011.65380549603,-139006.83776313814,-139006.74210477938,0.09130399292916991,0.09565835876855999,0.1869623516977299
44-258_AB3,-167802.61466130856,-167802.52336166942,-167797.99133188438,-167797.8952544703,0.09129963914165273,0.09607741408399306,0.1873770532256458
110-176_AB3,-163903.68448519282,-163903.59505252683,-163898.59848575885,-163898.4999503403,0.08943266599089839,0.09853541853954084,0.18796808453043923
197-258_AB3,-175643.259842152,-175643.1683068623,-175638.08398854765,-175637.98619219038,0.09153528971364722,0.09779635726590641,0.18933164697955362
44-283_AB3,-114223.7225190771,-114223.62750943776,-114218.92973973231,-114218.83467866344,0.09500963933533058,0.09506106887420174,0.1900707082095323
236-283_AB3,-129607.20009562855,-129607.1076482132,-129601.88733392682,-129601.78886653678,0.09244741534348577,0.09846739003842231,0.19091480538190808
42-283_AB3,-115844.37158187227,-115844.27581058623,-115839.18122568815,-115839.08580706167,0.09577128603996243,0.09541862648620736,0.1911899125261698
46-309_AB3,-177726.14039569988,-177726.04266301723,-177720.00827443195,-177719.91335268537,0.09773268265416846,0.09492174658225849,0.19265442923642695
115-247_AB3,-136806.18010314248,-136806.09192764247,-136801.5776864841,-136801.4728962566,0.08817550001549534,0.1047902274876833,0.19296572750317864
37-184_AB3,-136312.03492911562,-136311.9405118681,-136307.36750908426,-136307.26870318459,0.09441724751377478,0.0988058996736072,0.19322314718738198
47-81_AB3,-162709.17677724618,-162709.07074155362,-162704.6027132183,-162704.51529664383,0.10603569255908951,0.08741657447535545,0.19345226703444496
47-219_AB3,-162084.99332721738,-162084.90683882323,-162080.09772638878,-162079.98952984012,0.08648839415400289,0.10819654865190387,0.19468494280590676
46-236_AB3,-158903.67952113578,-158903.58138626887,-158897.81383062058,-158897.71704462203,0.09813486691564322,0.09678599855396897,0.19492086546961218
78-78_AB3,-120446.87660026674,-120446.78270629417,-120441.73246452493,-120441.63119871604,0.0938939725747332,0.10126580888754688,0.19515978146228008
78-158_AB3,-126866.85536430402,-126866.76083222446,-126861.9062335109,-126861.80540798222,0.09453207955812104,0.10082552868698258,0.19535760824510362
176-238_AB3,-136495.31548655752,-136495.22086413615,-136490.4874298289,-136490.3862385792,0.09462242136942223,0.10119124970515259,0.1958136710745748
158-176_AB3,-130076.8763220057,-130076.7811442,-130072.02221472975,-130071.92075680845,0.09517780570604373,0.10145792129333131,0.19663572699937504
78-176_AB3,-123656.90720576499,-123656.81159393769,-123651.86409582765,-123651.76180006785,0.09561182730249129,0.10229575980338268,0.19790758710587397
46-283_AB3,-143517.6254800339,-143517.5258501735,-143512.0200226064,-143511.92169100113,0.09962986040045507,0.09833160525886342,0.1979614656593185
44-309_AB3,-148432.43227832826,-148432.33878273037,-148427.007250071,-148426.9019126226,0.0934955978882499,0.10533744841814041,0.19883304630639032
78-217_AB3,-125928.73327459685,-125928.63878741607,-125923.68284071522,-125923.57794871714,0.09448718077328522,0.10489199808216654,0.19937917885545176
77-110_AB3,-158074.78465974017,-158074.69733187484,-158069.76441580182,-158069.65199060392,0.08732786533073522,0.11242519790539518,0.1997530632361304
158-161_AB3,-125557.59861596685,-125557.5018577239,-125552.7240149805,-125552.62072954258,0.09675824295845814,0.10328543791547418,0.20004368087393232
36-44_AB3,-114535.85509613573,-114535.75626275253,-114530.92843786493,-114530.82720470971,0.098833383191959,0.1012331552192336,0.2000665384111926
238-261_AB3,-136394.73373460374,-136394.6665192173,-136389.66706396078,-136389.53317061276,0.06721538642887026,0.13389334801468067,0.20110873444355093
110-115_AB3,-167112.68194215707,-167112.58653223826,-167107.55901034284,-167107.45234797205,0.0954099188093096,0.10666237078839913,0.20207228959770873
238-238_AB3,-146123.67279195314,-146123.57586527173,-146118.94776759655,-146118.84254253114,0.09692668140633032,0.10522506540291943,0.20215174680924974
115-161_AB3,-125556.968521924,-125556.8703269199,-125552.02187090438,-125551.91749537841,0.0981950041023083,0.10437552597431932,0.20257053007662762
115-213_AB3,-164494.54882635945,-164494.45316800065,-164489.6841890938,-164489.57723120737,0.09565835879766382,0.10695788642624393,0.20261624522390775
44-197_AB3,-122065.76387826366,-122065.66253463022,-122060.439598799,-122060.33824564154,0.10134363344695885,0.10135315745719709,0.20269679090415593
124-176_AB3,-169035.7260839269,-169035.62543445587,-169030.56927720364,-169030.4666451111,0.1006494710163679,0.10263209254480898,0.20328156356117688
222-258_AB3,-184807.0910175662,-184806.96032400493,-184801.77836389368,-184801.704988666,0.13069356128107756,0.07337522768648341,0.20406878896756098
42-44_AB3,-115846.40211202363,-115846.30273631755,-115841.2909877736,-115841.18414907306,0.09937570607871749,0.10683870053617284,0.20621440661489032
161-213_AB3,-156766.4157911416,-156766.31901221798,-156761.616982026,-156761.5069734712,0.09677892361651175,0.11000855479505844,0.2067874784115702
176-217_AB3,-129138.76773866948,-129138.67207269152,-129133.80574532675,-129133.69256773406,0.09566597796219867,0.11317759269149974,0.2088435706536984
37-80_AB3,-116026.04985704264,-116025.95511217008,-116021.14005268743,-116021.02548459294,0.09474487256375141,0.11456809449009597,0.2093129670538474
43-46_AB3,-171506.2839803582,-171506.17757078118,-171500.48799126156,-171500.3844432338,0.10640957701252773,0.103548027749639,0.20995760476216674
154-213_AB3,-161775.0680824749,-161774.96901997185,-161770.318537395,-161770.2040925681,0.09906250305357389,0.11444482690421864,0.21350732995779254
158-184_AB3,-147153.33114880757,-147153.22703206187,-147148.4002665135,-147148.29057197808,0.10411674570059404,0.10969453540747054,0.21381128110806458
252-258_AB3,-171504.40127360707,-171504.29993541588,-171499.81482159617,-171499.70217816296,0.1013381911907345,0.11264343321090564,0.21398162440164015
37-236_AB3,-128299.11489320188,-128299.01885687695,-128294.16883022028,-128294.05002694584,0.09603632493235637,0.11880327443941496,0.21483959937177133
78-213_AB3,-158075.19256411647,-158075.09274023888,-158070.2262139589,-158070.11118517566,0.09982387759373523,0.11502878324245103,0.21485266083618626
46-78_AB3,-146629.9678782489,-146629.86028742566,-146624.3347256179,-146624.22633042614,0.10759082323056646,0.10839519175351597,0.21598601498408243
44-80_AB3,-117336.35290163872,-117336.2472991514,-117331.2614044165,-117331.14983365608,0.10560248732508626,0.11157076041854452,0.21717324774363078
176-213_AB3,-161285.21535260015,-161285.11224566895,-161280.32809314955,-161280.21242789202,0.1031069312011823,0.11566525753005408,0.21877218873123638
176-258_AB3,-174123.34376075995,-174123.24027096457,-174118.55986212275,-174118.44424965535,0.10348979537957348,0.11561246740166098,0.21910226278123446
37-309_AB3,-147122.27929009873,-147122.17480491084,-147117.04703436812,-147116.93109509195,0.104485187883256,0.11593927617650479,0.2204244640597608
39-213_AB3,-181641.65144833643,-181641.54114698712,-181636.67423212854,-181636.56218789006,0.11030134931206703,0.11204423848539591,0.22234558779746294
283-283_AB3,-114220.96458288822,-114220.85655477803,-114215.93057679187,-114215.815395897,0.10802811018947978,0.11518089486344252,0.2232090050529223
43-283_AB3,-142210.77876352493,-142210.6640607341,-142205.57246609512,-142205.4622646116,0.11470279083005153,0.11020148353418335,0.22490427436423488
78-201_AB3,-127355.78657790292,-127355.68157950832,-127350.93675886911,-127350.81607909755,0.10499839459953364,0.1206797715567518,0.22567816615628544
37-37_AB3,-111604.79641399438,-111604.6932640692,-111600.46398461674,-111600.33939429704,0.10314992518397048,0.12459031969774514,0.22774024488171563
46-115_AB3,-153049.0944598031,-153048.97891101032,-153043.51222348312,-153043.3978137589,0.11554879278992303,0.114409724221332,0.22995851701125503
46-110_AB3,-186876.48318088352,-186876.36793495345,-186870.8028839837,-186870.68716348705,0.1152459300647024,0.11572049665846862,0.23096642672317103
176-252_AB3,-124247.68964991448,-124247.58115730592,-124242.92257117861,-124242.79860155062,0.10849260856048204,0.12396962799539324,0.23246223655587528
46-213_AB3,-184258.3150598159,-184258.19918693553,-184252.9325137009,-184252.81541603606,0.11587288038572297,0.1170976648281794,0.23297054521390237
46-80_AB3,-146630.2108775501,-146630.09549284197,-146624.39814175077,-146624.28051972252,0.11538470812956803,0.11762202825048007,0.2330067363800481
37-261_AB3,-119134.98097507427,-119134.87622158216,-119130.11969977527,-119129.99030746245,0.10475349210901186,0.12939231282507535,0.2341458049340872
78-282_AB3,-125358.10414276994,-125357.99816258857,-125352.63681414249,-125352.50737937991,0.10598018136806786,0.1294347625807859,0.23541494394885376
176-179_AB3,-157802.48488826817,-157802.37361166283,-157797.12611429126,-157796.9970354536,0.11127660534111783,0.12907883766456507,0.2403554430056829
80-80_AB3,-120446.90306932521,-120446.79273096843,-120441.2667416698,-120441.13616675018,0.11033835678244941,0.1305749196180841,0.2409132764005335
42-46_AB3,-145139.6712245828,-145139.55507577895,-145133.82925776942,-145133.7035596742,0.11614880384877324,0.12569809521664865,0.2418468990654219
78-161_AB3,-119137.54019821904,-119137.42822445802,-119132.44159474359,-119132.31114418001,0.11197376101335976,0.13045056357805151,0.24242432459141128
78-252_AB3,-121037.66488316312,-121037.42748287652,-121032.67627545311,-121032.66749297861,0.23740028659813106,0.008782474498730153,0.2461827610968612
78-116_AB3,-156473.807962731,-156473.71380072625,-156468.88723137198,-156468.7286469574,0.09416200473788194,0.15858441457385197,0.2527464193117339
46-219_AB3,-162085.098971066,-162084.96902228036,-162079.7171857813,-162079.58841552073,0.12994878564495593,0.12877026057685725,0.2587190462218132
46-258_AB3,-197096.23322138604,-197096.10765689876,-197090.92699912438,-197090.79306114966,0.1255644872726407,0.13393797472235747,0.25950246199499816
78-273_AB3,-154690.719380396,-154690.04577616477,-154685.12779451621,-154685.53936970836,0.6736042312404606,-0.41157519214903004,0.2620290390914306
149-238_AB3,-163171.82371237787,-163171.6994186623,-163166.99854794738,-163166.8507223702,0.12429371557664126,0.1478255771799013,0.27211929275654256
77-78_AB3,-117827.80869257482,-117827.68153867051,-117822.8068859825,-117822.65403636733,0.12715390430821571,0.15284961517318152,0.28000351948139723
175-176_AB3,-142251.19975353972,-142251.0765150816,-142246.27921429308,-142246.11475602892,0.12323845812352374,0.16445826416020282,0.28769672228372656
176-273_AB3,-157900.4808337309,-157899.9848229715,-157895.13773895404,-157895.2997490099,0.4960107593797147,-0.16201005585025996,0.33400070352945477
115-175_AB3,-145460.45499048528,-145460.25205151306,-145455.50398591618,-145455.33743618493,0.20293897221563384,0.1665497312496882,0.36948870346532203
