Molecule,Neutral Energy,Neutral@Cation Energy,Cation Energy,Cation@Neutral Energy,λ0,λ1,DFT λ
44-115_ABAB,-82514.23394883904,-82514.1250766317,-82508.98628656646,-82508.87581160852,0.10887220734730363,0.11047495793900453,0.21934716528630815
37-283_ABAB,-75285.95132786401,-75285.85371572778,-75280.86238252546,-75280.73985863835,0.09761213623278309,0.12252388711203821,0.2201360233448213
46-296_ABAB,-115614.90936977846,-115614.80831730683,-115608.99702371091,-115608.87730368492,0.10105247162573505,0.11972002599213738,0.22077249761787243
37-143_ABAB,-90886.52393248738,-90886.41326541707,-90881.5361343161,-90881.42600548698,0.11066707031568512,0.11012882912473287,0.220795899440418
110-309_ABAB,-127870.62460315958,-127870.51673995037,-127864.64390345337,-127864.53057783071,0.10786320921033621,0.11332562266034074,0.22118883187067695
42-213_ABAB,-104400.9366981892,-104400.82805564594,-104395.4874722078,-104395.37486931955,0.10864254325861111,0.11260288824269082,0.22124543150130194
112-283_ABAB,-109791.36839204561,-109791.26181892816,-109785.58380941737,-109785.46851015298,0.10657311744580511,0.1152992643910693,0.2218723818368744
249-309_ABAB,-127197.60184168615,-127197.50280421758,-127191.51255821326,-127191.38965962538,0.09903746856434736,0.122898587884265,0.22193605644861236
161-213_ABAB,-104521.65788982931,-104521.55114854552,-104516.45989595364,-104516.34464213226,0.10674128378741443,0.11525382137915585,0.22199510516657028
47-197_ABAB,-100917.14955482223,-100917.04974237342,-100911.208951364,-100911.08661577966,0.09981244881055318,0.12233558433945291,0.22214803315000609
47-154_ABAB,-100230.67677742979,-100230.58458117554,-100225.39903487584,-100225.26884145984,0.09219625424884725,0.13019341600011103,0.22238967024895828
47-225_ABAB,-102250.92865668972,-102250.82844450565,-102245.92657362974,-102245.80432675451,0.1002121840720065,0.12224687522393651,0.222459059295943
42-258_ABAB,-112959.68792093401,-112959.57899103852,-112954.34725885498,-112954.2336197572,0.10892989549029153,0.11363909777719527,0.2225689932674868
197-309_ABAB,-104192.60386644589,-104192.50231274054,-104186.18786158708,-104186.06651622504,0.10155370534630492,0.12134536204393953,0.22289906739024445
42-110_ABAB,-106146.39162070854,-106146.28197406516,-106140.68778460009,-106140.57450768581,0.10964664338098373,0.11327691427140962,0.22292355765239336
78-158_ABAB,-84588.55000629465,-84588.44017624656,-84583.10589142771,-84582.99234593708,0.10983004809531849,0.11354549063253216,0.22337553872785065
36-258_ABAB,-112086.16186253098,-112086.05618766136,-112080.966100261,-112080.8479048889,0.10567486961372197,0.11819537209521513,0.2238702417089371
44-292_ABAB,-106347.46563262926,-106347.35998306624,-106342.00433186787,-106341.88608452202,0.10564956301823258,0.118247345846612,0.2238969088648446
158-176_ABAB,-86728.5684974533,-86728.45871774627,-86723.2243544939,-86723.11003402303,0.10977970703970641,0.11432047086418606,0.22410017790389247
43-176_ABAB,-99032.8641183311,-99032.75285560355,-99027.27361383176,-99027.16065964453,0.11126272754336242,0.11295418722147588,0.2242169147648383
115-124_ABAB,-114840.66883730145,-114840.55722028168,-114835.14718141587,-114835.03452600967,0.11161701976379845,0.1126554062066134,0.22427242597041186
46-158_ABAB,-102044.02524798283,-102043.91340510857,-102038.1599065897,-102038.04717553583,0.11184287426294759,0.11273105387226678,0.22457392813521437
115-176_ABAB,-86728.14860564556,-86728.0380321824,-86722.72743922808,-86722.61290786898,0.1105734631564701,0.11453135909687262,0.22510482225334272
39-222_ABAB,-105281.82014720816,-105281.71231012189,-105275.85859669781,-105275.74105276627,0.10783708626695443,0.1175439315411495,0.22538101780810393
222-296_ABAB,-107421.83093972175,-107421.72696610792,-107415.8744184196,-107415.75276992272,0.10397361383365933,0.121648496875423,0.22562211070908234
158-257_ABAB,-93972.30027290071,-93972.19047768317,-93966.56952473243,-93966.45369049221,0.10979521754779853,0.1158342402195558,0.22562945776735432
46-124_ABAB,-128016.66395753095,-128016.55050047731,-128010.5881232851,-128010.47571659093,0.11345705363783054,0.11240669417020399,0.22586374780803453
47-161_ABAB,-96891.33825086491,-96891.2395391166,-96885.84020439336,-96885.71237210925,0.09871174830186646,0.12783228410989977,0.22654403241176624
156-176_ABAB,-89260.90185437798,-89260.79182786366,-89255.71538860559,-89255.59773610061,0.11002651431772392,0.11765250498137902,0.22767901929910295
46-176_ABAB,-99904.05424232378,-99903.94046363159,-99898.083111229,-99897.96885579333,0.11377869218995329,0.11425543567747809,0.22803412786743138
213-238_ABAB,-113952.9393398645,-113952.82952723169,-113947.70559431058,-113947.58703104057,0.10981263281428255,0.11856327000714373,0.22837590282142628
42-197_ABAB,-82468.36141769822,-82468.24716253467,-82462.25721367866,-82462.14252911946,0.11425516355666332,0.11468455920112319,0.2289397227577865
9-110_ABAB,-99172.49761796236,-99172.38576257088,-99166.81990015761,-99166.70272874994,0.11185539148573298,0.11717140767723322,0.2290267991629662
213-219_ABAB,-115697.87494588955,-115697.76391581933,-115692.63375965448,-115692.5155310845,0.11103007021301892,0.11822856997605413,0.22925864018907305
46-238_ABAB,-106322.97384591986,-106322.85951402021,-106317.12430998763,-106317.00932664741,0.11433189964736812,0.11498334021598566,0.22931523986335378
47-115_ABAB,-102043.50795030117,-102043.40014586857,-102038.01429003278,-102037.8926491551,0.10780443259864114,0.12164087768178433,0.22944531028042547
43-124_ABAB,-127145.50660910731,-127145.39296864894,-127139.8359746982,-127139.71993582835,0.11364045836671721,0.11603886984812561,0.22967932821484283
47-262_ABAB,-115582.17333178097,-115582.06710696926,-115576.39742006057,-115576.27377642496,0.10622481170867104,0.12364363561209757,0.2298684473207686
238-296_ABAB,-106718.32114244935,-106718.20946746934,-106713.03963275126,-106712.921312751,0.11167498001304921,0.11832000025606249,0.2299949802691117
37-297_ABAB,-104201.45796623427,-104201.34827605268,-104195.79686941563,-104195.67603072958,0.10969018159084953,0.1208386860525934,0.23052886764344294
36-197_ABAB,-81594.97823430508,-81594.87145873494,-81589.074864185,-81588.95109973082,0.1067755701369606,0.12376445416884962,0.23054002430581022
46-222_ABAB,-107026.23474990508,-107026.11861280215,-107019.69435663504,-107019.5793411854,0.1161371029302245,0.11501544964266941,0.2311525525728939
55-283_ABAB,-101752.532916016,-101752.42140185527,-101745.93698104372,-101745.81696876742,0.11151416072971188,0.12001227629662026,0.23152643702633213
236-292_ABAB,-116603.53620429573,-116603.43452813916,-116597.68781668396,-116597.5575280281,0.10167615656973794,0.13028865585511085,0.2319648124248488
55-261_ABAB,-105900.60084857335,-105900.49016816945,-105893.90484155563,-105893.78298461955,0.11068040390091483,0.12185693607898429,0.23253733997989912
296-309_ABAB,-118890.44782744024,-118890.33895468865,-118884.57399201326,-118884.45032633642,0.10887275158893317,0.1236656768451212,0.23253842843405437
37-197_ABAB,-80514.39354012125,-80514.29166967538,-80508.9040459159,-80508.77314609235,0.10187044586928096,0.13089982354722451,0.23277026941650547
47-116_ABAB,-121782.21977499519,-121782.12629898949,-121776.88192875027,-121776.74251856604,0.09347600569890346,0.13941018423065543,0.2328861899295589
258-297_ABAB,-140793.13702142113,-140793.02394451055,-140787.41614064528,-140787.29593435186,0.11307691058027558,0.12020629341714084,0.23328320399741642
37-161_ABAB,-76488.64191345248,-76488.53458957293,-76483.52094630024,-76483.39487187158,0.10732387955067679,0.1260744286555564,0.2333983082062332
36-292_ABAB,-106554.66079962974,-106554.5526115166,-106549.01808546226,-106548.89254709789,0.10818811313947663,0.12553836437291466,0.23372647751239128
36-297_ABAB,-105282.02041783195,-105281.91325422747,-105275.97612457463,-105275.8494433321,0.10716360447986517,0.12668124253104907,0.23384484701091424
39-283_ABAB,-93944.26563351895,-93944.15848406438,-93938.7625121241,-93938.63567441612,0.1071494545758469,0.12683770798321348,0.23398716255906038
36-296_ABAB,-96292.76221623659,-96292.65694763296,-96287.37915745909,-96287.2501471941,0.10526860362733714,0.12901026498002466,0.2342788686073618
42-309_ABAB,-100046.10952202663,-100046.00369640594,-100039.95936505268,-100039.83076078158,0.10582562068884727,0.1286042710999027,0.23442989178874996
124-283_ABAB,-108485.95464149541,-108485.84561772062,-108480.3414201155,-108480.21600964465,0.10902377478487324,0.12541047084960155,0.2344342456344748
249-261_ABAB,-108539.38760671607,-108539.27825967006,-108533.57486030432,-108533.44906615294,0.10934704601822887,0.12579415137588512,0.235141197394114
156-258_ABAB,-120765.43854242998,-120765.3312805924,-120760.42541508515,-120760.29698115733,0.10726183757651597,0.12843392782087903,0.235695765397395
31-213_ABAB,-101640.40306803699,-101640.28735407109,-101635.04821494853,-101634.92813219475,0.11571396590443328,0.12008275378320832,0.2357967196876416
36-249_ABAB,-104599.87390534999,-104599.76484048604,-104594.1935009652,-104594.06650189369,0.10906486395106185,0.12699907150818035,0.2360639354592422
47-195_ABAB,-107220.66458324472,-107220.54638052554,-107214.39644913399,-107214.2780202882,0.11820271918259095,0.11842884578800295,0.2366315649705939
56-213_ABAB,-111652.11838268957,-111651.99921178933,-111645.7665186028,-111645.64895426272,0.1191709002450807,0.11756434007838834,0.23673524032346904
53-213_ABAB,-109696.75725444243,-109696.63847674668,-109690.71860074467,-109690.60062850593,0.11877769575221464,0.11797223874600604,0.23674993449822068
36-261_ABAB,-80514.5852222877,-80514.480190151,-80508.94727120106,-80508.81521053982,0.10503213669289835,0.13206066124257632,0.23709279793547466
61-158_ABAB,-104186.82789649312,-104186.70944043597,-104181.03550637429,-104180.91668976627,0.11845605715643615,0.11881660802464467,0.2372726651810808
37-195_ABAB,-86817.81609990352,-86817.69700737206,-86811.97957972098,-86811.86098107616,0.11909253145859111,0.11859864482539706,0.23769117628398817
197-249_ABAB,-109619.7860245472,-109619.6697527479,-109613.63654513673,-109613.51487840824,0.11627179929928388,0.12166672848979943,0.2379385277890833
258-304_ABAB,-124609.0310107943,-124608.91541547004,-124603.83099837808,-124603.70795992366,0.11559532425599173,0.12303845441783778,0.2386337786738295
37-236_ABAB,-85543.4275991372,-85543.32292673501,-85538.07385055887,-85537.9395969321,0.10467240218713414,0.13425362676207442,0.23892602894920856
61-176_ABAB,-102046.84658288931,-102046.72677170516,-102040.94756931197,-102040.82805228289,0.11981118415133096,0.11951702908845618,0.23932821323978715
41-283_ABAB,-74412.72961764608,-74412.62108530893,-74407.20155375147,-74407.07027922713,0.10853233715170063,0.13127452433400322,0.23980686148570385
143-258_ABAB,-127478.2106963875,-127478.09219461521,-127473.08211929933,-127472.95998698403,0.11850177228916436,0.12213231530040503,0.2406340875895694
47-222_ABAB,-107026.2668095426,-107026.15716670883,-107020.20721287446,-107020.07611658469,0.10964283377688844,0.13109628976962995,0.24073912354651839
