Cation Runtime (min),Neutral Runtime (min),Cation@Neutral Runtime (min),Neutral@Cation Runtime (min),Monomer 1,Monomer 2,Oligomer Length
49.18,70.52000000000001,36.54,10.64,4,83,2
39.84,54.04,13.44,23.02,6,39,2
125.47999999999999,80.17999999999999,26.58,29.96,62,96,2
185.62,101.24000000000001,35.86,21.56,25,66,2
202.46,110.74,38.36,34.67999999999999,47,86,2
126.12,63.22,25.36,21.96,82,100,2
61.92,29.12,6.66,15.1,1,57,2
148.07999999999998,56.72,36.42,36.46,16,37,2
94.34,34.24,34.9,8.6,46,50,2
86.32,64.88,49.7,34.3,66,94,2
80.18,38.06,18.439999999999998,20.86,8,45,2
94.92,43.4,37.16,32.66,72,74,2
36.379999999999995,45.52,7.22,1.78,2,20,2
42.84,37.06,5.279999999999999,16.96,9,93,2
118.56,56.66,11.58,17.54,34,52,2
67.96,34.08,34.7,20.78,49,61,2
173.7,79.78,31.979999999999997,35.86,32,71,2
109.2,107.06,25.16,22.279999999999998,14,96,2
122.25999999999999,52.5,36.17999999999999,23.12,53,66,2
142.9,98.08,15.6,36.239999999999995,31,86,2
42.18,37.42,13.02,19.0,6,22,2
155.96,62.54,15.719999999999999,16.46,17,61,2
73.92,35.18,15.219999999999999,2.3,42,49,2
59.78,33.480000000000004,24.720000000000002,22.179999999999996,91,93,2
98.2,91.24,27.92,25.939999999999998,17,21,2
45.66,58.98,31.74,23.2,6,62,2
74.52,53.9,34.9,20.24,60,77,2
99.6,41.980000000000004,22.58,21.74,41,65,2
79.0,61.46,15.4,9.919999999999998,1,97,2
50.26,49.48,35.64,23.02,20,72,2
134.88,51.46,35.06,33.96,67,82,2
77.4,248.76,13.379999999999999,13.98,11,99,2
90.92,44.1,39.06,3.36,39,82,2
76.96000000000001,62.779999999999994,17.74,29.74,42,92,2
199.12,73.36,6.14,11.42,58,95,2
68.74,45.8,25.099999999999998,11.68,19,46,2
34.6,58.46,36.3,5.66,45,67,2
170.42000000000002,113.03999999999999,38.36,3.54,38,54,2
54.56,37.42,25.86,28.3,43,44,2
102.82,53.28,14.219999999999999,29.9,22,53,2
114.22,43.519999999999996,24.96,8.54,63,80,2
59.519999999999996,48.54,12.459999999999999,26.139999999999997,34,44,2
105.72,87.64,46.72,3.74,32,67,2
68.24,58.46,12.819999999999999,29.799999999999997,24,26,2
98.22,114.34,7.459999999999999,5.24,28,60,2
35.2,57.92,5.48,5.48,14,80,2
48.58,46.42,8.719999999999999,4.6,10,19,2
107.38,57.72,24.86,35.08,7,79,2
82.22,53.54,19.72,23.36,53,70,2
130.36,79.28,29.179999999999996,19.76,21,69,2
51.67999999999999,10.02,27.5,1.9,2,7,2
139.92000000000002,84.36,16.06,36.779999999999994,66,99,2
83.82,55.260000000000005,27.279999999999998,34.36,15,56,2
103.38,81.03999999999999,33.56,12.299999999999999,54,85,2
45.84,18.58,11.96,6.64,2,36,2
156.62,73.32,28.679999999999996,16.6,83,86,2
131.7,92.28,24.62,29.66,71,95,2
49.56,28.36,18.48,15.939999999999998,20,24,2
59.82,49.480000000000004,18.74,17.119999999999997,10,82,2
64.72,38.3,32.98,22.46,43,89,2
159.12,76.42,36.620000000000005,37.4,17,77,2
101.84,53.620000000000005,26.06,4.26,5,18,2
56.64,46.14,20.34,19.84,12,78,2
58.7,52.67999999999999,39.64,10.94,47,50,2
48.68,42.48,13.36,24.4,20,64,2
105.3,51.62,59.9,33.16,67,94,2
60.76,50.22,18.82,14.5,11,14,2
71.12,50.2,16.119999999999997,5.66,6,74,2
87.86,67.34,23.3,8.6,60,61,2
85.56,84.4,5.9799999999999995,13.339999999999998,45,71,2
77.9,49.64,35.339999999999996,28.779999999999998,7,39,2
116.52,56.66,6.32,10.94,43,52,2
153.8,81.78,38.16,34.48,86,89,2
204.38,119.28,31.78,38.8,18,86,2
107.8,63.72,7.32,12.62,24,66,2
160.14,77.02,26.779999999999998,32.839999999999996,4,55,2
56.68,64.53999999999999,8.219999999999999,20.26,39,94,2
71.74,31.92,36.339999999999996,30.26,42,84,2
74.66,25.36,4.48,25.179999999999996,19,50,2
82.97999999999999,66.26,29.439999999999998,31.24,21,32,2
63.44,59.06,12.68,18.26,58,98,2
98.78,41.84,9.24,19.0,11,94,2
185.12,138.68,13.66,15.04,30,86,2
45.42,57.32,34.17999999999999,8.36,43,49,2
87.36,43.72,27.92,3.92,16,61,2
180.48000000000002,97.44,16.259999999999998,13.36,86,92,2
41.7,44.879999999999995,12.5,10.18,10,42,2
84.08,44.08,7.88,25.58,38,59,2
78.2,48.2,22.38,24.08,5,98,2
83.84,89.84,26.62,12.319999999999999,33,71,2
43.92,32.9,34.82,14.26,5,8,2
184.46,94.47999999999999,12.399999999999999,32.7,74,81,2
118.52,40.24,32.86,35.66,52,66,2
151.84,174.04,8.78,35.6,29,76,2
77.72,64.97999999999999,16.46,14.06,15,96,2
73.68,53.1,31.16,17.5,9,45,2
74.48,76.42,25.5,17.02,12,63,2
50.96,31.84,15.299999999999999,22.3,42,44,2
145.28,54.04,5.78,7.04,4,95,2
111.67999999999999,58.7,29.88,7.46,25,70,2
654.16,55.620000000000005,38.279999999999994,35.02,43,92,2
55.54,42.84,27.179999999999996,17.38,3,60,2
87.94,58.5,18.14,36.32,22,85,2
109.18,48.96,9.48,4.02,18,46,2
96.03999999999999,41.76,32.94,13.88,27,51,2
55.8,29.02,23.66,11.56,1,41,2
188.48000000000002,71.69999999999999,16.560000000000002,13.4,16,21,2
77.4,40.12,18.839999999999996,16.48,24,91,2
60.14,61.02,31.06,6.68,36,49,2
169.7,86.18,10.34,15.06,45,86,2
59.92,66.42,28.54,26.62,14,37,2
51.24,33.2,4.42,22.0,3,57,2
62.28,70.58,21.4,26.38,64,94,2
110.94,68.46000000000001,20.619999999999997,17.839999999999996,25,47,2
99.38,37.54,39.22,11.96,58,74,2
140.56,75.86,13.16,22.220000000000002,23,64,2
46.18,61.56,19.38,35.08,11,78,2
87.74,60.64,9.2,11.719999999999999,39,63,2
74.52,48.48,17.68,10.52,6,18,2
94.44,42.019999999999996,35.26,20.9,2,81,2
45.28,52.14,19.5,20.62,20,93,2
129.8,38.14,16.619999999999997,5.9,21,45,2
65.1,27.56,37.82,17.619999999999997,4,39,2
115.1,61.67999999999999,10.379999999999999,16.58,16,56,2
145.9,97.32,43.46,38.339999999999996,65,99,2
60.26,45.32,37.02,28.84,36,92,2
84.36,34.46,26.66,14.78,50,70,2
71.82,54.08,15.44,31.479999999999997,4,79,2
106.03999999999999,68.1,28.52,16.86,17,80,2
459.26,123.06,9.8,36.48,76,97,2
65.34,45.86,8.6,10.04,14,77,2
62.3,47.9,12.819999999999999,20.679999999999996,3,17,2
127.74,133.76,10.9,7.8,28,97,2
64.82,118.78,34.379999999999995,22.3,12,54,2
85.92,62.06,32.64,29.92,9,72,2
98.16,31.52,30.08,10.819999999999999,29,41,2
67.08,31.339999999999996,14.219999999999999,16.54,6,58,2
110.9,101.28,24.2,14.42,23,24,2
191.01999999999998,78.56,14.52,26.9,72,95,2
64.44,83.1,22.380000000000003,35.6,66,75,2
142.76,56.06,9.64,21.139999999999997,54,69,2
80.2,43.62,22.2,2.36,26,70,2
106.16,109.52000000000001,6.9799999999999995,34.839999999999996,9,69,2
140.42000000000002,85.4,39.26,6.74,7,95,2
140.62,69.47999999999999,8.719999999999999,18.74,47,67,2
41.28,62.739999999999995,29.46,36.22,41,44,2
76.1,46.72,31.0,14.54,62,77,2
54.9,21.96,39.739999999999995,22.06,19,67,2
78.22,49.2,19.56,30.04,15,21,2
52.94,18.46,26.84,12.1,2,41,2
58.58,95.82,14.02,29.06,71,79,2
66.72,30.3,17.72,33.1,59,62,2
92.02,60.239999999999995,21.5,13.639999999999999,43,65,2
1107.04,142.1,12.82,12.54,38,75,2
50.22,29.46,6.699999999999999,19.119999999999997,4,22,2
65.74,25.66,32.019999999999996,9.2,6,98,2
63.019999999999996,53.17999999999999,7.66,32.67999999999999,52,91,2
169.54,77.86,39.379999999999995,27.92,85,92,2
195.7,94.36,14.46,20.619999999999997,29,81,2
134.5,76.12,30.78,25.08,55,64,2
145.62,95.38,17.560000000000002,23.220000000000002,69,84,2
66.38,29.52,33.92,27.939999999999998,22,32,2
88.74000000000001,65.06,6.859999999999999,29.86,11,63,2
57.96,56.4,6.76,6.98,39,78,2
112.0,62.94,15.839999999999998,4.26,16,96,2
67.36,43.739999999999995,34.48,9.379999999999999,36,52,2
109.48,74.62,23.299999999999997,35.04,77,81,2
147.74,54.44,21.759999999999998,10.76,26,66,2
92.78,53.72,19.9,32.599999999999994,61,96,2
96.22,24.32,21.2,22.42,20,45,2
106.08,45.94,17.72,21.74,41,52,2
349.72,219.92000000000002,20.9,21.84,55,100,2
65.8,46.480000000000004,7.06,34.36,21,93,2
142.34,84.4,6.54,35.3,6,55,2
70.38,37.760000000000005,17.96,3.02,22,64,2
80.48,66.24,11.36,9.74,65,94,2
61.94,32.28,25.62,36.52,24,47,2
107.47999999999999,42.36,29.42,5.34,3,81,2
127.4,589.48,8.04,28.58,38,63,2
114.14,52.58,14.08,3.02,45,50,2
62.64,30.58,10.68,20.26,10,78,2
151.22,82.1,37.64,20.48,7,18,2
74.9,41.66,11.6,21.32,37,49,2
41.74,46.17999999999999,35.72,13.6,8,32,2
43.34,78.58,6.84,23.62,19,71,2
91.58,48.92,37.54,26.92,7,58,2
78.8,39.239999999999995,33.04,5.42,43,100,2
84.62,34.14,13.28,21.2,49,56,2
36.7,45.04,31.22,21.82,4,34,2
79.72,36.26,7.12,35.14,15,77,2
58.44,47.739999999999995,14.46,18.099999999999998,2,17,2
45.22,24.72,34.019999999999996,21.939999999999998,19,31,2
113.38,114.16,30.46,10.34,5,79,2
98.74,60.08,25.679999999999996,12.139999999999999,51,70,2
60.36,34.92,11.04,22.779999999999998,36,44,2
125.08,75.3,14.7,14.9,30,100,2
64.32,40.78,13.92,4.3,6,15,2
173.07999999999998,106.36,23.8,32.120000000000005,23,69,2
84.75999999999999,46.68,20.54,15.78,64,82,2
150.54,80.02,37.64,12.62,25,51,2
67.98,77.62,33.22,20.119999999999997,37,89,2
95.74,42.7,40.879999999999995,15.56,42,65,2
91.36,34.0,36.67999999999999,20.54,79,100,2
110.2,78.16,18.46,3.62,92,93,2
37.94,46.5,6.6,13.839999999999998,3,41,2
84.1,40.480000000000004,7.82,8.48,60,80,2
114.67999999999999,49.62,23.66,32.92,8,69,2
180.2,82.53999999999999,10.899999999999999,35.86,6,95,2
37.32,34.14,17.6,11.839999999999998,46,67,2
256.88,183.1,12.26,29.4,55,69,2
84.8,48.46,25.720000000000002,35.62,41,92,2
139.06,79.6,30.8,36.02,69,89,2
107.22,73.22,14.98,33.52,10,23,2
74.86,43.739999999999995,31.86,31.479999999999997,7,43,2
178.28,61.32,21.16,25.2,17,96,2
71.53999999999999,62.5,13.819999999999999,17.54,31,71,2
128.94,69.9,38.739999999999995,29.52,89,99,2
138.26,125.76,25.04,32.48,38,78,2
44.239999999999995,39.44,35.5,34.44,1,20,2
68.72,66.34,37.779999999999994,12.2,57,93,2
85.56,31.82,13.5,23.54,54,64,2
190.18,225.18,22.0,34.04,29,57,2
102.62,100.72,36.06,19.52,66,78,2
43.0,76.1,2.66,36.339999999999996,14,61,2
158.36,90.62,11.04,37.98,28,81,2
62.58,54.879999999999995,11.86,28.42,5,22,2
72.03999999999999,43.4,16.339999999999996,8.08,12,42,2
167.24,184.72,41.3,21.419999999999998,32,86,2
137.78,152.8,32.519999999999996,8.52,18,27,2
131.14,95.03999999999999,21.8,30.02,38,56,2
220.1,45.839999999999996,5.18,38.4,45,65,2
95.28,76.34,7.8,36.26,79,85,2
145.18,49.64,37.06,3.96,18,92,2
96.74000000000001,75.74,35.879999999999995,27.439999999999998,30,89,2
100.52,50.879999999999995,18.759999999999998,26.5,32,33,2
68.42,40.7,36.279999999999994,7.76,24,72,2
70.53999999999999,51.779999999999994,17.1,24.16,4,41,2
66.24,36.12,17.259999999999998,35.98,39,80,2
84.62,69.58,17.880000000000003,28.46,58,97,2
53.24,36.38,13.28,21.02,64,77,2
49.56,47.04,6.0,10.78,19,44,2
79.38,50.0,16.52,14.54,41,67,2
135.57999999999998,54.260000000000005,13.799999999999999,26.679999999999996,1,95,2
115.36,115.14,21.439999999999998,14.839999999999998,67,80,2
111.25999999999999,41.36,31.38,33.339999999999996,8,100,2
85.67999999999999,39.88,36.94,32.2,46,92,2
128.51999999999998,63.96,30.939999999999998,33.379999999999995,52,69,2
83.44,48.099999999999994,20.619999999999997,23.74,6,60,2
90.97999999999999,34.4,35.879999999999995,22.4,29,79,2
226.16,152.96,29.720000000000002,22.38,17,23,2
119.82,40.12,24.84,24.38,15,99,2
115.08,68.66,21.139999999999997,28.639999999999997,27,85,2
89.08,47.4,29.2,19.88,60,75,2
52.76,49.68,16.74,18.939999999999998,20,30,2
90.22,43.26,9.2,32.4,18,49,2
130.51999999999998,51.56,29.639999999999997,21.439999999999998,57,66,2
70.88,63.86,27.88,9.86,10,96,2
47.3,80.14,36.22,29.3,17,63,2
59.16,39.64,23.06,7.24,6,20,2
77.97999999999999,53.78,28.12,2.9,50,93,2
60.98,48.78,24.92,12.04,9,91,2
66.4,55.379999999999995,42.52,11.54,61,78,2
105.24,43.08,16.18,25.34,53,64,2
98.42,61.76,13.8,28.939999999999998,28,74,2
117.36,134.18,7.12,23.720000000000002,72,76,2
69.74,36.54,18.919999999999998,2.9799999999999995,6,9,2
50.16,47.82,24.8,21.88,8,47,2
73.34,53.44,28.66,5.54,46,49,2
66.47999999999999,30.64,17.5,31.96,54,91,2
35.6,16.58,33.26,9.88,2,22,2
68.2,46.44,34.98,25.479999999999997,15,59,2
94.5,78.1,17.72,22.52,46,52,2
97.74,63.26,37.1,16.52,21,66,2
104.12,52.06,28.26,3.0,27,45,2
85.53999999999999,57.96,17.04,31.82,47,84,2
108.38,62.620000000000005,23.02,4.699999999999999,61,63,2
74.52,55.86,36.04,14.299999999999999,49,78,2
105.72,56.58,38.98,4.699999999999999,24,29,2
68.86,67.28,9.08,31.179999999999996,26,93,2
95.1,58.7,39.68,4.14,4,81,2
78.8,61.3,14.5,2.18,78,93,2
99.9,41.18,37.1,14.06,25,64,2
67.82,50.16,31.639999999999997,12.76,12,37,2
236.28,133.6,17.619999999999997,20.58,38,96,2
146.36,78.03999999999999,14.0,35.4,43,86,2
87.74,54.1,22.16,13.76,30,49,2
90.32,49.52,38.92,22.74,18,52,2
62.4,36.739999999999995,8.64,21.4,22,91,2
46.0,39.28,34.06,29.58,1,6,2
150.6,88.68,12.14,6.16,17,38,2
62.2,45.54,28.32,25.12,9,51,2
36.3,68.12,5.48,4.279999999999999,14,54,2
77.88,30.0,29.7,13.719999999999999,3,34,2
120.72,67.53999999999999,35.78,15.76,82,84,2
81.22,80.17999999999999,9.08,13.62,70,97,2
118.94,51.78,35.32,2.7800000000000002,21,26,2
54.58,49.26,32.58,33.58,11,80,2
57.58,33.480000000000004,33.839999999999996,18.4,2,79,2
128.28,70.34,10.36,8.32,18,89,2
157.38,101.52000000000001,17.0,5.52,63,99,2
90.32,46.82,19.299999999999997,24.639999999999997,7,36,2
30.72,34.56,36.58,29.04,1,15,2
155.76,63.739999999999995,40.12,19.88,16,75,2
22.7,31.220000000000002,16.339999999999996,6.94,1,43,2
141.07999999999998,178.86,11.32,34.279999999999994,16,23,2
65.56,58.3,12.12,3.84,14,99,2
80.46000000000001,37.06,14.2,4.4,47,92,2
151.88,44.02,11.86,31.879999999999995,53,69,2
92.5,57.92,28.24,11.96,37,100,2
107.22,59.82,36.3,27.26,61,75,2
90.8,40.22,12.84,34.46,26,85,2
103.96000000000001,39.34,24.84,26.54,27,53,2
65.32,38.44,18.939999999999998,2.66,5,41,2
69.72,35.68,30.92,18.88,12,21,2
164.2,87.66,37.1,36.08,38,80,2
87.28,76.66,31.96,17.64,59,97,2
61.94,49.86,38.96,8.58,18,44,2
97.86,70.34,14.1,8.82,65,77,2
76.14,42.72,14.5,11.96,39,56,2
119.4,112.7,35.96,30.74,4,97,2
77.88,62.17999999999999,8.76,32.48,78,85,2
101.17999999999999,66.14,8.34,23.9,31,89,2
435.28,204.2,12.7,14.06,25,72,2
177.38,135.04,39.06,25.52,23,51,2
85.3,48.32,28.96,3.3200000000000003,44,100,2
54.3,93.74,9.3,36.06,34,86,2
56.04,26.919999999999998,4.5,25.479999999999997,9,47,2
65.94,33.76,33.28,7.819999999999999,21,100,2
31.7,55.66,24.639999999999997,22.3,14,42,2
143.44,85.36,40.379999999999995,12.96,82,92,2
83.14,47.94,16.58,20.24,47,49,2
121.36,76.74,36.2,14.04,74,83,2
57.379999999999995,52.8,21.5,8.919999999999998,8,91,2
74.82,54.92,37.36,5.54,60,78,2
115.5,348.26,14.059999999999999,32.98,25,32,2
74.9,54.260000000000005,8.68,13.78,15,94,2
76.4,56.239999999999995,25.74,13.839999999999998,7,20,2
79.02,76.16,11.44,10.28,28,39,2
124.32,54.0,40.64,6.74,16,63,2
100.92,62.839999999999996,10.620000000000001,23.96,52,100,2
124.1,53.66,9.44,12.48,70,81,2
126.24,76.62,18.54,31.879999999999995,31,52,2
64.32,48.4,7.18,33.82,21,30,2
111.72,56.26,25.52,27.74,11,96,2
105.2,77.28,13.02,26.54,56,66,2
72.36,38.0,16.380000000000003,27.639999999999997,2,74,2
68.03999999999999,62.339999999999996,17.799999999999997,31.779999999999998,4,57,2
130.64,83.38,37.36,22.02,98,100,2
210.42,75.42,18.16,19.5,58,81,2
82.0,57.67999999999999,26.66,6.98,79,93,2
217.98000000000002,80.2,40.48,14.1,5,81,2
84.86,43.22,15.48,23.679999999999996,63,94,2
86.16,72.94,29.3,17.32,18,84,2
69.14,37.84,7.52,35.98,24,64,2
45.6,29.240000000000002,19.2,26.86,11,16,2
93.86,73.74,38.199999999999996,36.339999999999996,6,76,2
93.46000000000001,67.38,30.16,6.14,27,93,2
94.46000000000001,54.54,36.120000000000005,8.7,74,98,2
94.8,52.2,34.92,8.899999999999999,60,63,2
62.099999999999994,56.620000000000005,8.54,19.22,41,71,2
23.94,31.38,28.84,27.639999999999997,14,59,2
36.34,50.58,19.76,12.46,3,39,2
122.08,58.76,17.560000000000002,6.72,67,96,2
91.2,45.4,32.98,3.56,20,66,2
123.84,102.66,14.899999999999999,4.68,62,99,2
89.6,61.019999999999996,34.66,4.279999999999999,31,92,2
392.02,106.58,7.36,24.439999999999998,25,69,2
168.62,83.08,37.48,3.24,17,75,2
50.56,33.78,8.879999999999999,15.46,6,36,2
97.72,51.18,16.78,5.58,50,85,2
90.03999999999999,55.54,7.3,4.34,30,44,2
53.16,24.46,11.319999999999999,10.6,14,19,2
104.28,56.72,34.519999999999996,9.68,57,70,2
43.4,55.46,13.98,18.939999999999998,10,80,2
64.14,45.099999999999994,34.48,8.12,15,54,2
57.18,18.16,35.16,13.66,2,34,2
203.64,75.0,36.8,11.34,75,95,2
102.68,39.980000000000004,37.8,31.939999999999998,49,75,2
105.82,49.68,39.699999999999996,28.0,34,46,2
136.36,49.379999999999995,19.4,27.5,47,89,2
27.64,30.48,21.08,5.68,1,58,2
185.56,109.88,41.16,31.04,16,38,2
53.599999999999994,61.7,33.620000000000005,35.06,14,82,2
159.16,27.48,16.619999999999997,15.44,51,64,2
187.76,57.32,6.18,22.720000000000002,16,94,2
74.44,72.96000000000001,20.32,29.679999999999996,26,32,2
91.3,56.3,33.08,34.22,77,83,2
67.9,37.68,32.739999999999995,18.139999999999997,44,49,2
140.32,103.0,16.96,27.24,81,92,2
65.74,43.68,7.42,34.54,56,91,2
54.599999999999994,47.099999999999994,19.6,34.839999999999996,2,98,2
80.28,42.1,29.439999999999998,13.52,17,42,2
132.38,96.64,23.86,31.939999999999998,70,76,2
110.96000000000001,61.120000000000005,11.58,4.74,85,100,2
221.74,220.7,34.96,14.639999999999999,28,55,2
65.52,58.9,27.52,7.22,12,96,2
102.36,53.92,39.98,35.5,15,63,2
88.52,70.26,20.259999999999998,19.619999999999997,29,83,2
78.12,58.8,31.58,29.979999999999997,8,66,2
83.66,44.92,20.88,26.3,65,80,2
65.94,48.2,23.4,25.42,10,100,2
113.24,103.22,20.619999999999997,31.72,3,95,2
101.92,129.57999999999998,28.04,31.22,25,85,2
98.74,80.88,34.7,30.32,93,100,2
85.53999999999999,24.36,25.3,30.099999999999998,19,65,2
92.94,59.54,39.12,19.52,62,75,2
71.88,34.839999999999996,15.839999999999998,20.439999999999998,8,26,2
51.08,39.96,26.86,2.06,44,92,2
262.42,98.82,38.16,29.58,17,99,2
90.18,93.46000000000001,14.84,27.9,49,99,2
53.6,55.14,35.82,27.16,20,51,2
91.36,57.28,15.64,32.48,75,79,2
97.34,57.17999999999999,39.1,36.52,26,72,2
103.84,73.0,30.24,6.959999999999999,18,28,2
150.1,102.24000000000001,18.36,15.98,32,89,2
79.52,30.6,32.879999999999995,30.58,41,46,2
248.12,86.64,24.48,31.58,7,97,2
205.86,67.88,11.46,12.44,63,100,2
55.980000000000004,50.08,19.02,24.4,6,41,2
73.18,32.2,15.639999999999999,8.54,29,43,2
91.74,41.9,5.859999999999999,5.12,17,19,2
57.06,43.12,30.479999999999997,30.04,5,36,2
69.52000000000001,59.94,10.459999999999999,10.4,14,75,2
135.66,45.18,21.2,23.96,26,69,2
100.18,121.12,26.62,9.36,18,33,2
81.5,40.8,23.38,20.32,9,70,2
83.46000000000001,51.44,19.939999999999998,9.2,59,100,2
77.72,31.14,13.7,15.739999999999998,44,89,2
102.02,50.5,15.78,32.599999999999994,31,65,2
75.58,25.12,13.62,10.299999999999999,1,34,2
127.66,48.5,22.2,21.86,16,54,2
105.12,81.03999999999999,27.599999999999998,10.2,80,84,2
87.34,58.14,16.24,35.62,60,94,2
71.16,35.2,30.24,3.6799999999999997,21,47,2
79.74,29.46,36.72,29.679999999999996,15,78,2
113.88,64.38,17.759999999999998,36.5,29,98,2
78.5,70.46000000000001,12.86,3.9799999999999995,32,49,2
74.2,52.44,20.8,21.2,49,59,2
49.9,48.760000000000005,20.96,13.96,10,37,2
175.94,159.64,10.66,21.3,23,66,2
87.42,55.739999999999995,31.139999999999997,7.2,64,96,2
137.8,76.18,20.060000000000002,14.12,58,76,2
174.57999999999998,75.32,37.14,34.879999999999995,25,45,2
106.0,59.239999999999995,37.28,11.66,17,59,2
64.26,27.84,34.58,2.7800000000000002,39,61,2
83.86,98.66,32.739999999999995,9.02,44,52,2
113.28,86.18,9.56,30.58,81,89,2
74.06,41.879999999999995,14.639999999999999,29.439999999999998,9,30,2
97.9,38.98,38.06,22.26,77,98,2
105.5,75.9,28.76,9.919999999999998,26,29,2
318.72,64.82,21.74,24.08,3,55,2
127.02,149.76,12.86,22.220000000000002,5,76,2
82.92,65.86,39.16,31.099999999999998,45,84,2
50.18,34.2,9.6,15.76,12,16,2
70.68,28.18,16.2,15.879999999999999,5,20,2
110.16,57.26,40.699999999999996,29.24,32,84,2
172.64,96.4,41.0,18.0,29,55,2
115.92,55.019999999999996,24.099999999999998,28.279999999999998,54,66,2
172.82,80.02,13.2,34.56,72,81,2
134.57999999999998,72.78,30.979999999999997,15.68,23,30,2
76.03999999999999,40.82,12.16,8.18,3,98,2
55.8,60.98,9.46,6.68,57,91,2
83.1,30.78,33.120000000000005,34.18,16,42,2
105.64,33.3,11.08,5.84,45,49,2
139.96,98.56,37.54,17.04,36,86,2
115.74,37.06,20.339999999999996,24.62,50,64,2
85.92,63.3,34.96,6.26,62,78,2
156.0,148.54,20.4,4.02,76,83,2
79.22,37.06,38.839999999999996,4.699999999999999,27,32,2
74.3,38.24,33.2,21.979999999999997,67,77,2
47.019999999999996,36.26,33.019999999999996,17.919999999999998,10,21,2
39.9,27.42,36.14,9.52,1,62,2
73.92,37.34,31.099999999999998,3.56,27,72,2
94.96000000000001,35.46,16.259999999999998,29.06,33,89,2
56.6,44.4,15.44,13.7,21,51,2
110.34,50.94,20.66,27.38,46,65,2
99.16,62.099999999999994,46.1,22.04,63,75,2
110.64,74.03999999999999,27.36,26.66,51,69,2
79.8,58.3,24.939999999999998,10.04,39,77,2
51.480000000000004,46.28,16.18,9.44,11,77,2
112.02,55.96,6.5,16.46,45,89,2
135.66,100.47999999999999,38.5,5.459999999999999,16,82,2
132.24,159.44,30.38,28.52,14,38,2
63.32,48.839999999999996,33.44,12.76,3,58,2
205.6,117.17999999999999,26.36,21.9,77,95,2
47.339999999999996,31.66,13.28,1.24,2,15,2
95.62,52.88,30.179999999999996,4.5600000000000005,52,85,2
74.96000000000001,43.02,15.4,5.18,28,43,2
165.14,57.18,31.179999999999996,2.96,22,26,2
78.75999999999999,36.5,28.220000000000002,28.099999999999998,49,54,2
112.46000000000001,69.3,31.24,9.559999999999999,27,29,2
132.92000000000002,71.76,11.66,10.02,76,98,2
62.5,35.980000000000004,3.24,16.419999999999998,8,30,2
135.54,49.56,20.24,26.939999999999998,65,96,2
126.4,69.32,13.18,20.599999999999998,59,76,2
106.16,57.599999999999994,11.84,12.62,22,66,2
174.62,43.12,24.08,14.92,45,52,2
74.22,52.2,20.34,31.12,3,83,2
105.42,44.0,22.0,6.02,16,59,2
54.04,96.22,36.239999999999995,15.56,43,71,2
79.46000000000001,55.86,23.7,22.0,21,91,2
51.54,41.96,5.34,24.7,11,37,2
61.56,41.519999999999996,27.34,28.54,61,94,2
69.38,58.0,6.32,5.359999999999999,26,64,2
110.82,77.88,29.38,23.88,7,81,2
118.17999999999999,44.38,27.66,21.119999999999997,29,96,2
165.92000000000002,83.44,16.18,5.8,52,86,2
67.82,62.67999999999999,29.139999999999997,20.3,21,49,2
72.8,76.3,28.84,20.74,33,91,2
99.03999999999999,40.06,31.099999999999998,10.88,69,93,2
104.62,67.2,11.26,31.779999999999998,7,59,2
56.56,37.7,32.94,31.24,12,83,2
154.92000000000002,44.82,11.04,4.4,34,64,2
79.1,58.58,15.26,27.92,49,57,2
58.28,60.86,28.08,32.019999999999996,32,47,2
121.24,55.519999999999996,15.839999999999998,5.58,56,84,2
73.82,49.099999999999994,27.54,27.52,37,93,2
65.2,61.32,21.88,3.26,12,18,2
61.9,88.8,33.8,13.16,51,71,2
76.58,35.44,35.44,10.219999999999999,5,78,2
97.25999999999999,77.18,19.28,22.16,30,66,2
116.46000000000001,73.64,38.26,35.26,26,27,2
94.88,51.62,5.76,33.04,36,45,2
93.66,56.739999999999995,25.54,3.8,21,92,2
136.04,154.66,9.18,28.04,23,28,2
74.7,46.599999999999994,19.18,34.18,6,54,2
57.26,54.04,36.779999999999994,25.9,11,34,2
113.76,76.98,30.92,5.640000000000001,61,97,2
50.5,47.78,34.16,11.5,12,58,2
105.34,68.84,25.04,36.68,5,38,2
84.53999999999999,47.46,23.9,7.1,4,75,2
47.019999999999996,23.9,13.2,18.58,2,56,2
164.38,93.16,8.64,7.32,65,95,2
113.06,56.019999999999996,33.34,29.3,22,65,2
42.2,49.620000000000005,33.42,20.32,10,79,2
81.24,31.5,12.64,36.339999999999996,45,51,2
110.72,39.74,27.36,35.779999999999994,57,89,2
99.66,66.52000000000001,12.32,16.64,43,69,2
40.8,41.5,16.04,11.5,1,21,2
101.6,51.56,8.76,29.84,38,79,2
68.26,56.64,24.96,31.179999999999996,80,91,2
75.14,40.12,24.099999999999998,14.12,36,100,2
45.76,42.32,39.379999999999995,20.72,50,67,2
83.3,71.53999999999999,20.8,15.62,37,53,2
93.0,70.03999999999999,27.3,7.8,89,98,2
76.67999999999999,23.52,15.319999999999999,15.26,31,70,2
76.42,60.16,19.88,3.9,84,93,2
39.94,46.16,30.52,30.7,14,60,2
176.7,70.6,31.26,12.9,18,26,2
98.7,71.75999999999999,12.84,34.16,75,77,2
83.06,74.03999999999999,24.04,11.219999999999999,49,97,2
