Cation Runtime (min),Neutral Runtime (min),Cation@Neutral Runtime (min),Neutral@Cation Runtime (min),Monomer 1,Monomer 2,Oligomer Length
146.07999999999998,69.25999999999999,7.6,29.720000000000002,29,56,2
197.82,31.68,22.06,24.139999999999997,45,100,2
68.12,58.06,27.02,25.099999999999998,21,89,2
50.0,451.9,50.8,21.26,63,76,2
116.38,90.28,25.58,25.5,18,66,2
54.68,52.36,16.6,14.56,14,20,2
116.12,34.3,24.72,35.32,58,63,2
112.62,68.62,25.86,14.42,25,50,2
69.7,33.6,25.12,5.0,42,64,2
88.62,53.78,23.679999999999996,8.3,2,96,2
83.42,54.68,17.2,20.24,39,74,2
129.94,75.03999999999999,18.78,23.42,67,74,2
82.84,63.42,26.679999999999996,31.939999999999998,20,84,2
71.94,50.17999999999999,22.84,4.279999999999999,12,98,2
103.5,74.52,13.219999999999999,28.220000000000002,38,39,2
35.16,36.980000000000004,31.939999999999998,16.24,10,22,2
60.64,28.44,4.24,36.339999999999996,41,93,2
73.6,90.25999999999999,26.32,16.939999999999998,27,71,2
75.44,176.12,28.46,19.639999999999997,21,52,2
100.82,64.3,21.28,12.18,60,81,2
80.32,45.6,25.34,7.359999999999999,6,94,2
169.48000000000002,103.78,13.96,23.16,76,96,2
100.96000000000001,59.339999999999996,30.979999999999997,32.120000000000005,31,66,2
114.76,47.06,29.96,20.36,16,57,2
88.1,67.22,30.220000000000002,19.86,57,84,2
47.46,38.68,21.099999999999998,21.220000000000002,7,14,2
52.3,27.38,9.56,3.56,59,78,2
107.38,41.74,29.32,20.4,65,98,2
81.26,50.3,17.619999999999997,9.8,33,47,2
166.26,102.02000000000001,18.02,33.98,23,25,2
163.96,129.76,12.74,16.799999999999997,28,96,2
58.24,46.28,8.68,28.720000000000002,20,49,2
107.96000000000001,52.78,8.24,28.02,49,81,2
138.32,53.14,13.719999999999999,8.18,25,46,2
42.62,39.92,35.3,19.419999999999998,2,80,2
47.92,17.88,24.2,3.52,6,19,2
72.56,56.08,30.220000000000002,6.08,44,51,2
82.22,61.52,31.02,24.639999999999997,9,33,2
96.1,37.980000000000004,8.98,27.08,5,75,2
73.5,37.54,34.019999999999996,31.54,21,44,2
66.08,70.64,20.46,22.46,6,82,2
106.46000000000001,116.25999999999999,11.419999999999998,18.26,4,38,2
81.08,55.66,36.779999999999994,15.16,10,34,2
70.42,48.14,23.119999999999997,29.779999999999998,41,85,2
54.46,43.8,37.22,22.54,1,77,2
111.94,64.66,21.96,5.34,69,85,2
100.38,57.04,10.379999999999999,25.220000000000002,28,56,2
149.38,46.5,31.56,32.379999999999995,12,95,2
78.16,61.98,34.599999999999994,33.339999999999996,20,89,2
71.78,44.92,36.5,4.220000000000001,32,51,2
45.88,65.5,46.56,14.06,67,79,2
64.24,56.019999999999996,6.78,23.02,15,60,2
67.34,35.42,34.239999999999995,18.26,85,93,2
75.28,40.519999999999996,4.5,17.139999999999997,19,26,2
127.9,89.16,40.62,20.939999999999998,16,97,2
56.38,54.98,15.76,35.68,9,100,2
75.64,63.86,38.5,35.6,77,80,2
80.6,43.18,30.779999999999998,27.7,9,28,2
84.58,32.36,12.6,11.299999999999999,39,79,2
262.58,131.72,12.18,16.82,17,41,2
69.76,53.519999999999996,8.0,10.94,42,69,2
78.48,62.32,9.440000000000001,18.5,37,85,2
92.8,60.76,10.5,25.2,61,81,2
93.03999999999999,90.88,14.44,6.02,26,71,2
97.66,50.42,21.9,26.12,47,66,2
36.5,93.12,32.64,21.46,7,94,2
89.44,76.64,29.66,7.38,21,84,2
443.36,138.48,18.86,30.679999999999996,66,74,2
72.9,54.08,35.64,28.66,11,22,2
99.34,35.2,5.6,9.379999999999999,24,50,2
101.52,47.239999999999995,12.2,35.86,59,63,2
177.42000000000002,46.94,11.86,36.04,43,64,2
140.26,69.0,36.96,6.18,89,95,2
71.53999999999999,20.24,10.34,27.279999999999998,19,66,2
178.46,195.46,39.32,5.5,25,86,2
97.74,68.82,28.92,28.96,8,25,2
50.82,32.14,8.879999999999999,16.839999999999996,44,91,2
98.12,42.2,6.5,13.76,17,36,2
66.16,42.14,7.26,15.399999999999999,5,19,2
217.24,112.44,26.24,35.64,55,89,2
99.24,53.54,34.44,24.58,26,46,2
61.1,39.28,19.64,8.419999999999998,20,65,2
65.4,28.439999999999998,5.04,23.679999999999996,2,77,2
42.2,42.84,34.66,34.56,8,12,2
119.58,99.06,19.560000000000002,31.939999999999998,23,92,2
100.68,64.14,23.08,12.26,37,69,2
88.42,59.66,35.08,16.28,43,53,2
144.06,150.57999999999998,34.86,37.339999999999996,7,38,2
127.92,79.03999999999999,17.96,14.6,38,43,2
68.92,47.599999999999994,11.62,24.279999999999998,45,70,2
74.56,68.4,28.56,5.12,22,44,2
76.97999999999999,66.3,41.1,8.36,24,67,2
23.54,32.120000000000005,33.699999999999996,32.04,2,6,2
88.82,72.84,19.06,12.88,4,14,2
54.48,21.58,14.6,10.12,2,37,2
71.5,52.34,6.4399999999999995,2.6,15,57,2
65.44,149.9,4.66,31.36,24,27,2
135.78,106.72,35.839999999999996,30.679999999999996,49,76,2
96.16,698.76,19.52,32.72,53,71,2
117.3,72.84,28.82,7.3999999999999995,28,61,2
129.54,93.56,17.16,34.879999999999995,23,49,2
148.46,86.98,33.760000000000005,31.66,50,86,2
72.96000000000001,38.4,9.34,35.92,36,64,2
62.08,36.92,29.12,11.98,12,39,2
207.98,177.0,37.379999999999995,22.5,38,98,2
136.02,86.64,41.04,10.5,38,83,2
82.92,32.26,28.56,28.3,5,42,2
69.78,22.48,33.54,19.66,3,61,2
77.17999999999999,41.2,25.86,31.06,43,93,2
91.69999999999999,34.14,22.439999999999998,5.52,18,47,2
89.44,38.06,31.96,19.9,59,94,2
73.9,66.94,29.720000000000002,34.699999999999996,22,84,2
217.7,99.08,19.299999999999997,30.24,78,86,2
104.26,34.019999999999996,8.82,31.779999999999998,42,45,2
66.08,73.96000000000001,34.3,28.099999999999998,29,37,2
122.92,75.9,18.4,30.66,62,81,2
210.18,113.32,9.1,34.22,23,52,2
82.9,46.78,4.78,23.08,16,20,2
126.24,47.56,36.56,36.04,7,63,2
56.96,27.64,7.44,26.62,47,91,2
164.26,62.6,7.78,20.9,61,76,2
77.32,26.24,31.679999999999996,32.67999999999999,8,49,2
60.58,48.42,11.899999999999999,12.44,72,78,2
190.92000000000002,87.56,16.84,18.68,7,23,2
121.1,54.96,27.32,12.48,5,99,2
123.2,72.08,28.7,32.86,16,60,2
78.52,83.62,37.72,4.8,58,99,2
92.34,55.22,19.419999999999998,35.98,21,33,2
71.34,58.4,24.9,7.859999999999999,56,65,2
39.36,37.7,32.9,15.339999999999998,9,44,2
102.14,36.48,33.239999999999995,17.18,34,85,2
252.1,179.14,20.380000000000003,19.26,55,92,2
47.64,35.9,7.56,12.639999999999999,3,21,2
113.86,76.7,27.720000000000002,21.74,69,72,2
48.78,62.74,30.279999999999998,28.24,14,41,2
93.44,40.82,12.68,24.92,82,91,2
72.26,35.42,10.76,21.32,74,80,2
94.5,52.3,30.26,22.52,15,97,2
89.53999999999999,75.72,38.86,21.8,6,38,2
58.86,44.54,11.459999999999999,22.9,11,58,2
96.42,56.2,36.3,37.22,62,97,2
111.06,118.78,19.58,25.58,23,44,2
44.64,31.08,9.12,28.24,3,77,2
80.58,34.76,32.98,19.28,43,85,2
117.6,63.8,23.24,30.62,59,82,2
33.28,46.94,13.04,6.46,9,12,2
103.42,70.74,7.12,26.3,54,89,2
346.48,83.78,33.8,33.379999999999995,66,95,2
76.78,61.279999999999994,22.679999999999996,2.7800000000000002,27,46,2
183.86,73.64,42.64,8.6,7,75,2
49.239999999999995,31.380000000000003,8.059999999999999,2.5,10,15,2
116.36,87.78,16.36,36.879999999999995,9,89,2
96.03999999999999,103.92,14.299999999999999,8.36,21,25,2
75.02,56.96,5.4399999999999995,2.84,37,64,2
127.4,57.36,10.48,25.66,30,91,2
94.32,61.16,37.66,18.2,22,49,2
145.34,130.46,26.84,28.639999999999997,16,76,2
41.599999999999994,81.82,19.58,3.52,1,16,2
90.98,356.18,27.139999999999997,26.0,8,84,2
99.66,167.57999999999998,13.24,24.26,25,27,2
37.519999999999996,187.94,9.86,2.26,1,5,2
54.14,75.62,20.6,13.52,11,18,2
80.46000000000001,55.14,6.18,34.54,34,93,2
86.2,64.72,41.22,37.339999999999996,67,98,2
238.24,122.92,43.4,14.92,55,84,2
54.22,51.08,24.76,24.88,5,14,2
116.86,59.739999999999995,28.9,32.3,67,83,2
73.24,42.96,9.58,31.779999999999998,9,49,2
93.76,69.92,20.8,2.3,17,20,2
87.24,38.96,16.36,29.5,91,92,2
95.48,93.34,33.519999999999996,9.379999999999999,28,37,2
97.68,63.120000000000005,6.82,24.220000000000002,5,94,2
172.54,62.78,42.8,35.879999999999995,79,86,2
419.08,191.3,28.06,30.9,38,55,2
114.06,60.239999999999995,15.18,11.66,22,52,2
75.66,82.92,16.9,3.1399999999999997,24,71,2
69.44,50.82,27.779999999999998,13.839999999999998,2,61,2
89.34,42.84,32.8,19.4,11,98,2
112.75999999999999,73.78,18.299999999999997,28.639999999999997,74,100,2
101.46000000000001,47.98,16.799999999999997,16.82,64,74,2
36.0,21.2,19.7,13.839999999999998,19,47,2
66.42,34.22,11.02,3.38,24,31,2
110.0,77.94,23.639999999999997,10.32,75,80,2
54.1,68.64,34.879999999999995,34.4,14,97,2
58.64,27.32,23.12,13.18,8,44,2
50.739999999999995,35.72,29.9,11.92,2,21,2
95.84,64.78,24.74,22.04,54,92,2
75.18,49.64,32.64,18.82,20,33,2
105.76,49.26,37.4,20.599999999999998,22,89,2
59.28,35.1,36.82,36.1,36,72,2
112.03999999999999,69.64,9.459999999999999,28.4,65,79,2
103.3,80.24,24.04,10.04,30,51,2
144.24,107.97999999999999,26.42,34.64,76,77,2
102.84,50.44,6.5,10.34,62,100,2
85.06,110.08,28.34,11.18,6,23,2
76.58,41.68,15.08,21.38,74,78,2
78.48,60.28,20.119999999999997,22.099999999999998,60,83,2
68.0,90.84,8.719999999999999,35.379999999999995,31,32,2
93.22,45.94,16.72,3.62,46,64,2
143.6,84.56,25.54,35.239999999999995,20,86,2
184.51999999999998,86.66,26.08,33.14,67,76,2
48.14,27.1,33.5,11.38,1,63,2
120.84,56.66,40.16,28.76,25,52,2
106.06,54.279999999999994,6.6,31.9,44,45,2
23.6,31.08,8.24,4.66,2,94,2
89.88,48.980000000000004,12.559999999999999,17.82,18,64,2
116.38,74.56,9.18,37.339999999999996,16,98,2
62.5,65.14,18.439999999999998,10.76,72,80,2
90.6,48.239999999999995,18.2,25.52,84,91,2
41.28,68.0,31.0,31.54,14,62,2
90.62,34.76,21.24,36.04,5,21,2
184.48000000000002,69.03999999999999,9.059999999999999,7.5,49,95,2
123.03999999999999,37.04,26.46,8.16,18,24,2
92.16,52.239999999999995,39.18,30.38,50,65,2
278.48,77.44,25.5,9.84,17,95,2
74.76,53.96,19.0,27.88,19,69,2
205.88,56.32,21.82,2.7199999999999998,27,33,2
119.94,94.84,22.76,27.139999999999997,25,89,2
184.56,135.96,36.519999999999996,12.94,76,82,2
88.53999999999999,53.2,6.76,3.86,80,93,2
97.14,61.98,32.519999999999996,28.599999999999998,16,43,2
93.67999999999999,65.2,10.86,23.720000000000002,3,99,2
102.36,42.9,25.84,15.08,59,77,2
56.08,56.58,21.0,32.86,24,44,2
101.82,68.12,34.22,36.72,65,97,2
69.5,40.7,17.74,33.1,43,70,2
193.04,132.64,29.24,27.439999999999998,38,60,2
52.14,35.28,17.52,20.979999999999997,8,31,2
60.0,50.98,18.36,23.679999999999996,19,72,2
92.78,76.74,19.5,20.24,31,69,2
82.2,89.64,5.06,11.48,27,28,2
113.17999999999999,35.2,14.58,12.860000000000001,25,92,2
50.28,29.0,22.62,19.66,2,54,2
88.96000000000001,64.25999999999999,31.599999999999998,28.16,44,85,2
43.32,57.44,34.5,36.82,4,77,2
54.64,41.739999999999995,8.879999999999999,14.38,20,46,2
168.84,110.88,8.9,26.96,61,95,2
94.97999999999999,56.620000000000005,29.42,12.860000000000001,47,72,2
73.18,61.06,4.48,4.34,7,80,2
97.32,66.52,37.2,37.879999999999995,53,89,2
23.7,43.56,2.12,32.58,3,19,2
61.32,43.3,36.22,2.42,14,79,2
70.47999999999999,49.46,38.82,35.199999999999996,6,56,2
63.5,48.56,33.26,23.56,11,36,2
58.46,48.16,17.799999999999997,15.04,3,59,2
250.51999999999998,75.03999999999999,24.56,30.2,16,83,2
97.92,74.6,6.279999999999999,29.139999999999997,77,94,2
48.78,56.82,12.24,34.48,36,47,2
186.96,81.48,43.339999999999996,38.4,17,55,2
186.64,104.82,28.419999999999998,36.22,56,86,2
57.54,25.16,35.04,18.34,6,16,2
172.56,106.75999999999999,23.64,37.96,81,85,2
109.96000000000001,65.18,6.459999999999999,4.640000000000001,32,45,2
346.7,161.24,15.2,14.94,49,55,2
68.32,58.17999999999999,16.72,2.7199999999999998,22,27,2
56.56,53.519999999999996,37.339999999999996,19.66,4,37,2
33.18,42.88,26.16,7.3,19,32,2
55.76,54.739999999999995,16.619999999999997,25.54,8,71,2
59.22,41.019999999999996,13.860000000000001,20.38,8,27,2
109.46000000000001,62.48,23.78,17.060000000000002,62,74,2
90.28,65.64,20.14,27.42,89,97,2
138.5,89.82,37.8,9.0,25,84,2
80.06,27.44,31.02,25.599999999999998,15,22,2
65.06,103.42,18.58,17.060000000000002,22,71,2
49.32,32.06,30.04,7.159999999999999,59,61,2
103.25999999999999,82.52,39.98,9.16,65,81,2
82.58,29.44,14.12,6.58,3,94,2
170.32,179.3,15.54,19.08,38,76,2
177.38,98.94,15.24,5.8,21,86,2
86.9,121.56,26.18,16.52,29,59,2
88.48,64.12,10.3,37.879999999999995,61,83,2
160.14,89.18,25.7,3.6,7,96,2
56.84,33.06,31.5,5.12,41,47,2
134.8,73.14,20.98,8.54,17,43,2
413.42,81.46000000000001,35.98,25.439999999999998,81,93,2
70.82,60.739999999999995,6.04,28.720000000000002,11,60,2
88.34,41.22,23.599999999999998,13.46,70,77,2
96.96000000000001,66.56,8.44,30.92,51,65,2
90.82,76.08,34.54,27.9,77,82,2
88.53999999999999,43.04,36.2,3.02,36,51,2
109.64,56.44,16.34,37.92,18,69,2
76.64,70.19999999999999,33.620000000000005,13.28,24,89,2
56.0,44.67999999999999,33.17999999999999,22.599999999999998,4,21,2
65.75999999999999,37.14,35.12,13.42,19,24,2
93.18,35.48,29.5,6.859999999999999,34,70,2
97.16,72.47999999999999,33.599999999999994,33.08,65,100,2
88.75999999999999,45.44,21.72,31.479999999999997,21,46,2
156.24,48.32,43.12,8.2,29,99,2
82.75999999999999,70.58,7.36,10.5,52,89,2
53.66,31.619999999999997,20.82,25.0,6,80,2
214.38,126.56,36.58,30.639999999999997,24,92,2
55.0,55.98,25.92,23.74,9,31,2
102.56,58.879999999999995,20.38,10.819999999999999,45,85,2
99.14,60.239999999999995,31.24,14.18,5,77,2
63.92,56.94,26.16,20.92,3,54,2
100.3,46.7,8.86,10.459999999999999,58,77,2
103.56,69.0,22.18,18.419999999999998,64,97,2
96.1,44.56,26.66,8.54,17,58,2
98.66,39.67999999999999,7.72,31.479999999999997,42,70,2
50.5,32.3,34.42,13.219999999999999,2,82,2
114.53999999999999,104.18,36.0,29.2,28,94,2
44.44,68.58,9.26,9.379999999999999,14,74,2
67.64,155.38,30.24,22.720000000000002,12,57,2
65.0,47.86,37.699999999999996,7.26,49,83,2
70.3,26.66,33.94,25.36,32,93,2
133.0,81.24,25.92,36.62,23,27,2
125.38,43.22,10.9,3.42,72,96,2
83.48,62.94,33.599999999999994,29.179999999999996,83,100,2
409.44,87.0,37.94,13.56,16,55,2
116.66,60.36,32.98,6.859999999999999,24,49,2
56.5,64.6,7.08,21.639999999999997,36,91,2
74.2,29.04,21.08,18.2,31,64,2
62.120000000000005,58.120000000000005,19.5,34.66,37,47,2
109.16,52.58,23.84,29.96,27,89,2
124.26,77.16,21.5,11.9,15,95,2
120.62,52.28,36.260000000000005,6.48,29,75,2
66.67999999999999,32.6,37.22,14.860000000000001,9,46,2
101.96000000000001,68.4,19.799999999999997,10.26,82,93,2
58.019999999999996,84.4,26.139999999999997,12.860000000000001,1,99,2
39.8,34.519999999999996,24.939999999999998,23.92,14,43,2
66.44,36.26,33.4,3.26,21,31,2
115.84,71.92,31.06,35.62,37,70,2
85.08,56.019999999999996,20.46,20.78,31,53,2
74.38,26.66,17.18,17.060000000000002,70,80,2
77.18,82.06,16.439999999999998,33.08,11,97,2
87.98,79.03999999999999,18.42,10.62,30,85,2
85.16,39.82,32.84,10.94,51,92,2
93.66,34.06,9.379999999999999,8.780000000000001,45,69,2
63.1,43.67999999999999,37.16,14.319999999999999,10,41,2
139.74,72.06,14.24,38.94,66,81,2
88.03999999999999,56.42,20.839999999999996,13.639999999999999,27,52,2
120.3,75.2,13.16,32.019999999999996,7,61,2
114.4,42.78,20.919999999999998,5.9,16,22,2
108.22,88.76,9.9,14.96,61,74,2
83.68,47.04,16.619999999999997,8.04,78,84,2
95.67999999999999,56.7,12.62,18.56,4,96,2
72.42,48.04,15.16,35.5,44,64,2
64.96000000000001,19.54,8.24,16.6,3,63,2
45.78,19.04,15.239999999999998,17.02,43,91,2
1940.54,121.16,25.46,10.419999999999998,38,81,2
51.379999999999995,50.17999999999999,12.860000000000001,5.68,12,20,2
147.7,96.46000000000001,36.32,24.720000000000002,22,86,2
129.88,87.4,36.82,25.639999999999997,30,45,2
94.56,111.68,13.48,35.66,71,96,2
70.56,48.06,31.439999999999998,23.5,20,27,2
108.02,44.42,29.939999999999998,17.9,54,100,2
104.53999999999999,46.58,26.06,21.979999999999997,51,52,2
59.32,42.48,29.46,22.96,3,78,2
64.64,61.760000000000005,18.26,15.2,14,18,2
63.76,62.48,19.0,35.8,31,93,2
70.8,81.69999999999999,23.26,3.26,11,57,2
64.06,50.84,20.919999999999998,35.98,34,47,2
105.34,63.72,17.0,28.639999999999997,49,74,2
89.16,78.92,35.48,11.78,75,94,2
137.38,104.02000000000001,13.899999999999999,15.06,9,86,2
88.74,128.01999999999998,22.54,36.339999999999996,24,25,2
37.12,45.94,13.1,13.339999999999998,14,83,2
161.82,90.94,12.0,28.66,16,39,2
54.96,23.36,8.34,10.42,1,59,2
98.66,54.8,32.22,26.32,8,50,2
50.779999999999994,25.96,2.42,35.279999999999994,2,4,2
178.88,116.94,16.9,4.96,54,86,2
98.22,55.839999999999996,29.179999999999996,12.139999999999999,27,100,2
73.3,24.64,26.58,27.34,4,16,2
73.26,61.66,14.98,5.6,5,80,2
106.4,33.18,20.96,7.1,79,92,2
66.42,55.3,19.9,28.06,45,72,2
100.88,46.519999999999996,17.439999999999998,35.92,42,100,2
175.96,53.86,32.04,2.9,16,79,2
32.0,32.760000000000005,28.24,28.86,1,19,2
135.88,82.86,23.74,20.0,63,95,2
67.78,36.2,22.36,28.12,22,46,2
85.24,38.82,31.799999999999997,29.679999999999996,4,56,2
64.16,31.880000000000003,17.32,27.099999999999998,2,75,2
24.58,17.06,29.92,32.879999999999995,8,10,2
59.54,43.92,18.98,5.0,41,70,2
71.36,65.6,11.899999999999999,18.46,47,53,2
75.22,59.14,34.78,29.38,20,67,2
99.53999999999999,66.16,42.699999999999996,16.439999999999998,67,97,2
65.42,34.78,38.64,32.14,26,44,2
195.74,53.16,15.7,33.32,17,34,2
67.18,64.94,29.099999999999998,36.1,6,77,2
81.44,52.04,12.14,20.419999999999998,46,85,2
78.58,73.22,29.38,10.34,11,17,2
116.64,90.4,19.799999999999997,17.88,74,99,2
110.86,56.14,37.9,2.66,27,92,2
96.06,42.86,34.42,10.64,50,92,2
65.7,52.78,13.38,20.02,6,21,2
73.8,47.54,30.599999999999998,27.76,11,41,2
84.06,51.099999999999994,36.1,17.0,44,69,2
130.44,46.66,30.96,27.92,17,62,2
112.2,57.82,31.56,24.679999999999996,30,53,2
53.480000000000004,35.2,28.139999999999997,25.179999999999996,20,31,2
59.16,43.28,7.819999999999999,5.98,6,8,2
93.08,72.68,38.6,17.24,72,77,2
89.66,47.96,19.839999999999996,24.16,2,23,2
77.6,23.98,10.379999999999999,17.98,15,43,2
84.56,73.16,34.06,15.08,83,93,2
118.7,41.7,13.96,9.32,34,51,2
84.67999999999999,51.82,21.9,15.02,61,79,2
85.94,64.9,9.36,19.22,26,89,2
79.7,113.64,25.88,12.38,14,95,2
58.18,47.14,16.02,35.199999999999996,43,47,2
113.56,47.2,9.34,31.7,63,83,2
65.9,58.22,6.36,6.74,22,50,2
77.16,43.5,36.76,8.24,15,98,2
74.38,49.260000000000005,19.36,25.54,6,61,2
114.25999999999999,74.16,23.639999999999997,13.58,60,74,2
112.53999999999999,74.3,28.139999999999997,16.619999999999997,27,84,2
127.82,80.78,22.46,6.1,67,81,2
67.5,51.379999999999995,22.16,10.64,26,49,2
75.78,40.72,20.86,20.5,34,91,2
111.94,94.68,28.96,30.939999999999998,12,76,2
104.08,72.18,40.36,36.9,82,85,2
400.54,301.22,20.1,19.64,55,86,2
118.24,75.32,36.7,35.96,8,86,2
147.56,32.92,27.66,20.72,29,63,2
131.88,82.1,37.0,26.599999999999998,63,98,2
114.88,67.02,29.82,30.32,16,74,2
104.97999999999999,78.92,18.64,34.0,7,37,2
85.46000000000001,66.7,22.32,10.4,37,66,2
116.52,43.239999999999995,29.279999999999998,16.28,31,45,2
98.34,116.36,38.98,31.46,56,71,2
29.36,35.599999999999994,33.26,17.2,2,78,2
71.1,61.5,30.88,4.220000000000001,15,18,2
106.6,44.04,29.16,29.599999999999998,50,52,2
151.74,43.56,34.36,36.04,16,34,2
40.22,30.22,37.22,19.78,1,54,2
93.36,66.03999999999999,16.759999999999998,32.67999999999999,26,92,2
82.62,72.22,25.0,35.02,24,28,2
77.7,162.44,38.96,36.279999999999994,32,69,2
131.16,55.26,17.36,29.58,75,99,2
82.62,67.34,5.859999999999999,3.02,2,38,2
74.44,58.879999999999995,30.84,17.919999999999998,15,58,2
121.08,59.32,44.46,24.12,66,97,2
68.2,70.74,18.759999999999998,33.4,27,44,2
74.64,32.46,31.06,29.799999999999997,3,75,2
184.78,54.260000000000005,27.56,6.5,5,56,2
46.78,41.62,16.9,36.339999999999996,42,51,2
394.46,305.08,32.620000000000005,25.7,17,79,2
82.58,66.02,6.78,29.0,50,89,2
100.82,28.2,12.1,2.84,39,41,2
50.08,33.46,9.940000000000001,33.1,19,85,2
157.28,137.64,31.4,25.34,38,70,2
81.44,39.379999999999995,19.38,12.04,3,92,2
76.9,42.16,32.98,12.799999999999999,22,77,2
198.24,86.8,30.34,15.38,44,95,2
209.42000000000002,60.46,22.2,34.58,93,96,2
76.3,47.599999999999994,22.52,10.7,31,79,2
88.6,26.94,11.14,3.9799999999999995,89,91,2
137.32,86.64,19.42,13.02,25,82,2
148.82,188.66,13.6,4.9799999999999995,76,89,2
151.4,73.96000000000001,16.619999999999997,25.220000000000002,28,89,2
89.52,35.04,36.36,31.0,47,62,2
155.48,76.24000000000001,42.6,13.42,53,99,2
114.68,51.5,21.24,30.74,61,85,2
126.56,55.9,28.76,3.9799999999999995,30,34,2
52.32,34.519999999999996,31.099999999999998,16.299999999999997,6,46,2
62.92,30.4,15.52,3.86,21,80,2
50.8,20.880000000000003,33.339999999999996,33.9,3,6,2
121.97999999999999,105.66,35.82,13.16,66,70,2
58.72,71.68,17.68,5.6,36,57,2
102.76,42.86,25.88,28.099999999999998,45,98,2
104.46000000000001,75.25999999999999,12.379999999999999,8.6,25,59,2
120.28,97.44,39.66,21.84,37,81,2
119.28,50.94,19.419999999999998,13.5,17,45,2
287.28,127.62,31.139999999999997,17.6,34,76,2
160.62,82.88,12.059999999999999,7.38,32,55,2
250.86,146.42000000000002,41.239999999999995,8.7,55,61,2
117.16,60.8,24.08,26.479999999999997,28,52,2
143.76,85.62,11.0,20.6,96,99,2
54.34,18.86,21.62,5.08,12,91,2
68.36,60.16,31.679999999999996,20.02,8,61,2
81.53999999999999,46.22,25.3,11.18,27,78,2
99.16,68.03999999999999,30.88,13.1,46,74,2
138.18,87.38,17.92,21.3,6,86,2
39.92,36.260000000000005,23.479999999999997,12.88,19,39,2
141.06,49.96,32.5,22.52,33,98,2
116.38,36.3,24.16,13.88,53,59,2
75.03999999999999,28.6,27.08,16.299999999999997,10,30,2
110.58,83.74,30.32,31.279999999999998,28,49,2
102.24000000000001,73.24,35.08,13.339999999999998,42,76,2
97.22,46.04,41.92,19.82,39,66,2
127.17999999999999,45.339999999999996,30.9,35.68,25,42,2
83.96000000000001,43.8,38.52,28.96,64,91,2
56.92,67.14,25.3,24.46,14,32,2
62.86,56.879999999999995,32.48,20.439999999999998,9,37,2
155.18,67.32,19.98,11.54,63,64,2
101.53999999999999,45.67999999999999,28.479999999999997,28.779999999999998,33,43,2
91.28,51.019999999999996,41.379999999999995,34.22,18,34,2
95.8,43.28,14.58,6.5,47,79,2
118.97999999999999,68.82,15.62,32.04,53,82,2
21.96,36.16,30.7,1.18,3,12,2
121.94,80.22,37.3,11.96,28,92,2
51.099999999999994,32.48,2.84,4.58,14,72,2
53.92,24.4,33.239999999999995,19.119999999999997,19,79,2
75.82,28.740000000000002,29.8,3.56,31,62,2
222.5,148.36,28.32,3.3,17,85,2
64.06,56.3,14.899999999999999,34.46,50,75,2
79.92,45.94,32.36,36.08,36,97,2
110.86,59.54,40.26,20.54,16,53,2
54.78,38.760000000000005,14.56,32.86,3,89,2
31.44,28.619999999999997,13.44,12.88,1,33,2
74.16,70.82,36.379999999999995,10.66,7,10,2
78.62,81.38,8.22,35.9,80,83,2
133.12,46.78,18.419999999999998,32.0,45,58,2
107.78,64.97999999999999,31.02,31.12,7,46,2
89.7,54.260000000000005,31.139999999999997,33.339999999999996,46,62,2
117.18,75.94,35.2,22.56,52,99,2
92.96000000000001,62.76,10.08,14.54,31,34,2
100.28,75.52,33.14,37.04,60,85,2
45.099999999999994,43.099999999999994,24.74,13.06,3,44,2
115.5,54.339999999999996,15.28,16.7,45,95,2
112.52,50.06,17.52,12.2,5,67,2
67.44,59.92,5.4,17.98,9,21,2
74.66,49.74,39.26,34.16,77,89,2
76.2,39.980000000000004,29.7,8.899999999999999,63,72,2
81.12,42.84,16.66,13.860000000000001,18,62,2
52.08,37.34,11.74,36.279999999999994,42,60,2
99.92,57.62,21.24,24.26,25,54,2
94.7,62.78,16.92,36.92,18,22,2
115.88,71.03999999999999,5.6,9.98,32,83,2
97.03999999999999,56.599999999999994,34.78,2.7800000000000002,26,78,2
67.14,22.42,23.32,9.44,49,93,2
92.78,60.32,11.96,2.42,53,94,2
85.96000000000001,96.34,20.5,36.64,5,27,2
35.88,57.379999999999995,5.72,4.16,14,64,2
178.72,91.3,16.66,18.7,72,86,2
244.02,156.38,14.64,35.54,33,55,2
103.03999999999999,61.879999999999995,39.18,25.099999999999998,29,52,2
102.8,53.28,37.26,12.38,54,61,2
140.07999999999998,57.22,12.780000000000001,11.16,36,81,2
145.34,113.38,40.26,26.58,76,84,2
83.82,50.1,34.96,17.119999999999997,37,57,2
68.44,50.92,37.04,18.439999999999998,31,74,2
63.72,39.22,7.5,18.8,44,98,2
98.18,39.9,40.239999999999995,9.68,50,63,2
95.12,45.3,31.36,21.02,50,78,2
77.06,58.42,22.18,17.919999999999998,15,32,2
120.8,102.22,33.06,29.56,25,94,2
185.14,117.92,15.44,11.52,38,66,2
91.2,66.76,5.9,13.7,43,76,2
90.42,28.34,15.319999999999999,9.08,22,100,2
56.64,39.66,22.5,27.939999999999998,24,42,2
84.16,62.36,39.699999999999996,6.44,65,91,2
50.72,30.86,24.099999999999998,31.96,6,50,2
91.46000000000001,66.32,10.68,19.26,21,96,2
85.78,61.44,38.199999999999996,15.739999999999998,41,57,2
