Monomer 1,Monomer 2,Neutral Angle,Cation Angle,Neutral Bond Length,Cation Bond Length,Trained λ
47,238,173.9825682122361,174.53970675268033,1.3873723187982985,1.3816509973561244,0.19867474954400677
283,283,177.65650556766977,177.9051643443232,1.395394431449174,1.3859470243766334,0.19888332027059127
176,258,173.397540384337,174.3205562617121,1.3898050539314823,1.3822876936861692,0.19952612847366255
77,110,172.95037537045897,173.57309499637054,1.389862759285269,1.3836203100386324,0.19957567769131856
78,110,172.47843584356568,173.2963571631541,1.3893278999554874,1.3823095247740516,0.19987135660281638
44,258,174.65982688521348,175.362012188289,1.3931823038297566,1.385514623821632,0.19993968892114936
44,110,175.36163367290814,175.70560509802175,1.3922413496540744,1.384719007178853,0.20008207068254705
78,261,179.21380625619568,179.23885376688668,1.396477327517345,1.3888561339669137,0.20025546343410194
149,238,179.09222266565757,179.08496427944382,1.3948248136264652,1.3870215890541828,0.20030805759258022
236,258,175.7255430166321,176.11473241487442,1.3893152685501131,1.3832443052748684,0.20094337087852182
37,238,177.38455291308006,177.87608057131848,1.3954312009538294,1.3870398600539755,0.20097830031736522
46,78,177.8113074790401,178.3674239472768,1.3959305611585928,1.3875689913547482,0.2011021284459275
44,236,179.51601597223961,179.66273165157574,1.398397378876912,1.3890270568826102,0.2014698730802047
43,44,179.13952542259057,179.34178630933738,1.4037715948159828,1.39376043856127,0.2016671039228774
37,46,178.76027880102043,178.82635262562025,1.3992927854994657,1.3908055250067242,0.20191286536088834
258,261,173.61173373454614,174.43436641095104,1.3930791979685144,1.3859769384074645,0.202844191340846
78,213,175.32070825719703,175.75171693855563,1.38965554973581,1.3824846819543877,0.2030355672026053
46,213,173.7149346341079,174.34150740973809,1.3932723808751355,1.386440718405035,0.20340848290827127
158,258,172.38545673508895,173.2782136201145,1.392147987014255,1.384934450741642,0.20376469081951654
36,44,179.17752133880575,179.3318230102604,1.4033485876763905,1.391930652201557,0.20388429273886138
46,110,175.62457022194835,175.75958658191138,1.3933179926327135,1.387339838329188,0.2040022516576573
176,213,173.37078881183896,173.94424383034138,1.3902234737295105,1.3822644930681205,0.2041381317055493
46,115,179.2120215756979,179.51861237303555,1.3961899884653317,1.387902103206169,0.2042048993698942
78,217,177.95519120722875,177.83296726283388,1.3953658857896478,1.3873718990127373,0.2044471440095804
197,258,173.50513100201408,173.93117036869685,1.3935426621884652,1.3856445865858702,0.2047089286003029
176,245,178.5455032139042,178.5358361542168,1.3954533274258667,1.3877584651486314,0.2050365067754271
161,213,174.00516886822484,174.51124856102533,1.3901085718573838,1.3827511886675876,0.20512521109514636
222,258,174.35540937224403,174.88834746238322,1.3937956049295606,1.3862522660980678,0.20548094008496265
42,44,179.1828817320854,179.67405774236173,1.4038955034121277,1.3930400308203592,0.20602802770189982
44,261,178.70476612543902,178.76634847920346,1.3987379865375968,1.3893648326021182,0.2063111616168365
46,80,179.32967907551273,179.39365591229577,1.3970793689894674,1.38777427345797,0.20664499936820602
252,258,173.3802837288585,173.79475218149216,1.3910964484342183,1.3843320936097865,0.20669452704503782
36,213,172.5427950127359,173.23305091443234,1.3938003595696258,1.3854167266921091,0.2070676277896564
42,283,179.19963195477027,179.11947729084144,1.4007410343678923,1.3908425906039488,0.20750602940035365
43,78,179.58386810807778,179.61427609814103,1.3990642835183178,1.3894775743540346,0.20755847944465736
43,46,179.37166776404118,179.5385228820276,1.4042573723010512,1.3939369660978431,0.20756534451634312
37,37,178.50039242753766,178.63744580532244,1.3988181363575762,1.3890506784371055,0.20760634517719154
258,292,174.2727079148936,174.6457809032523,1.3941017466857497,1.386636039665583,0.20801528059804697
110,283,173.04180867298896,173.87766241110896,1.3908396295003826,1.3844394741752089,0.20838465065986383
46,50,178.74101832958198,179.01853037977898,1.4094982989148144,1.4016456802044168,0.20861971983669114
43,50,179.0413586110221,179.27598599401568,1.4111080675275731,1.403042309042568,0.20906127898090443
